,0,1,2,3,4,5
0,,Seitan,Tofu,Soya milk,Pea emulsion,P
1,N%,74.14.6,56.56.4,71.3  2.5,68.0  3.5,NS
2,"Indispensable amino acids,%",,,,,
3,Histidine,82.14.7,81.32.9,82.73.7,81.82.5,NS
4,Isoleucine,83.63.4,81.02.4,81.03.4,84.72.0,NS
5,Leucine,84.73.2,80.43.0,79.3  3.1,84.82.0,NS
6,Lysine,54.3b8.9,83.03.1,84.82.9,86.6a2.0,0.001
7,Methionine,90.1,5.6,89.72.8,49.3b 10.2,0.001
8,Phenylalanine,85.23.0,81.13.0,82.3  2.9,84.71.7,NS
9,Threonine,49.810.6,58.56.4,67.94.8,66.0  3.7,NS
10,Tryptophan,75.3  8.5,77.4 2.4,2.4,2.6,NS
11,Valine,4.3,3.3,3.5,3.2,NS
12,"Dispensable amino acids, %",,,,,
13,Arginine,55.79.4,61.96.0,67.18.2,75.43.0,NS
14,Alanine,69.6  6.9,72.44.6,74.6 3.8,79.12.6,NS
15,Aspartic acid/Asparagine,55.19.9,78.0a  3.8,80.13.9,75.73.2,0.024
16,Cysteine,74.13.9,35.8b10.2,78.53.8,44.4b11.3,0.004
17,Glutamic acid/Glutamine,94.91.0,86.6b2.0,85.8b3.6,84.32.5,0.019
18,Glycine,45.09.7,52.65.5,68.55.2,56.96.5,NS
19,Proline,89.6  3.2,79.74.4,81.94.0,82.72.8,NS
20,Serine,80.43.9,74.14.4,77.63.6,78.82.4,NS
21,Tyrosine,79.44.9,76.1  3.8,79.0  3.6,86.03.1,NS
22,Total Amino Acids,83.7  3.4,77.13.3,80.23.6,79.92.5,NS
