,0,1
0,Regional data centre,Countries included
1,AFROFOODS,"Countries in Africa:Algeria,Angola,Benin, Botswana,Burkina Faso, Burundi, Cameroon, Central African Republic,Chad, Congo"
2,,"Brazzaville,Cote d'Ivoire,Democratic Republic of Congo,Djibouti,Eritrea,Ethiopia,GabonGambia,Ghana,KenyaLesotho,Liberia"
3,,"LibyaMadagascar,Malawi,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,NigeriaRwandaSeychellesSierra"
4,,"Leone, Somalia,South Africa,Senegal,Sudan, Swaziland,Tanzania,Togo,Tunisia,UgandaZambia,Zimbabwe"
5,ASEANFOODS,"Countries in SE Asia: Brunei Darussalam, Cambodia, Indonesia, Laos, Malaysia, Myanmar, Philippines, Singapore, Thailand,Vietnam"
6,CARICOMFOODS,"Caribbean countries: Anguilla, Antigua and Barbuda, Bahamas, Barbados, Belize, British Virgin Islands, Cayman Islands, Dominica,"
7,,"Grenada,Guyana, Jamaica,Montserrat,St. Kitts and Nevis,St. Lucia, St.Vincent and The Grenadines,Trinidad and TobagoTurks and"
8,,"Caicos Islands,Suriname (Bermuda)"
9,CARKFOODS,"Afghanistan,AzerbaijanKazakhstan,Kyrgyzstan,Tajikistan,Turkmenistan, Uzbekistan"
10,EUROFOODS,"Countries in Europe: Austria, Belgium,Croatia, Czech Republic, Denmark, Finland, France, Germany, Greece, Hungary, Iceland"
11,,"Ireland,(Israel, Italy,Luxembourg,The Netherlands,Norway,Poland,Portugal,Slovak Republic,Slovenia,SpainSweden"
12,,"Switzerland,Turkey,United Kingdom"
13,LATINFOODS,"Countries in Central and South America:Argentina,Bolivia,Brazil,Chile,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,"
14,,"Guatemala,Honduras,Mexico,Nicaragua,Panama,Paraguay,PeruEl Salvador,Uruguay,Venezuela"
15,MEFOODS and GULFOODS,"Mediterranean and Gulf countries: Cyprus, Egypt, Jordan, Lebanon,Palestine, Syria and the Arab Gulf Countries"
16,NEASIAFOODS,"China,Hong Kong, JapanKorea,Macao,MongoliaTaiwan"
17,NORAMFOODS,"Canada,Mexico,United States of America"
18,OCEANIAFOODS,"Australia,New Zealand,Pacific Islands:American Samoa,Australia,Cook Islands,Federated States of Micronesia,Fiji,French"
19,,"Polynesia,Guam,Kiribati,Marshall Islands,Nauru,New Zealand,NiueNorthern Mariana IslandsPalau,Papua New Guinea,Pitcairn"
20,,"Islands,Secretariat of the Pacific Community,Solomon Islands,Tokelau,Tonga,Tuvalu,Vanuatu,Wallis and Futuna,Western Samoa"
21,SAARCFOODS,"Bangladesh,Bhutan,India,Maldives,Nepal,Pakistan,Sri Lanka"
