,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Cultivars,TA,EA,K,Na,Ca,Mg,Zn,Fe,Mn,Cu,Cr,Cd,Pb,Ref
1,,(%),,mg/kg,,,,,,,,,,,
2,Luteus,28.6,11.4,"37,160",4203,2319,1033,288.3,277.4,191.6,25.1,19.5,0.7,0.4,"Cheng et al.,2013"
3,Albus,21.6,9.4,"26,500",2939,2097,886.4,216.3,172.5,118.8,22.5,13.6,0.8,0.9,
4,Aurantiacus,18.7,7.1,"26,930",3347,2249,922,265.3,220.6,160.3,11.8,11.9,0.5,1.3,
5,Asiaticus,18.6,7.9,"26,830",2918,2003,857,197.2,204.9,127.5,9.6,10.4,0.1,0.6,
6,Luteus,13.8,6.3,"31,100",285,2200,2100,73.5,169.5,28.5,21.5,-,,,"Tan& Xia,1997"
7,Luteus,-,,8630,1316,2977,1808,52.4,412,20.5,20.98,1.2,0.4,1.77,"Fan,Yu,& Gu,2004"
8,Luteus,-,,-,-,-,-,79.9,674.2,122.9,4.77,-,-,-,"Chen et al., 2016"
9,Luteus,16.7,7.1,-,-,-,-,-,-,-,-,,-,-,Huo2000
10,Luteus,,,"20,788",72.3,3874,1943,27.2,427,37.8,16.7,1.8,0.21,1.01,"Qin et al., 2017"
