,0,1,2,3,4,5,6
0,Processing methods,Oxalates,,,Phytates (mg/,Saponins (mg/,References
1,,,,,100 g),100 g),
2,,Soluble oxalate (mg/,Insoluble oxalate (mg/,Total oxalate (mg/,,,
3,,100 g FW,100 g FW,100 g FW),,,
4,Raw,236.10,178.23,424.24,n.d.,n.d.,Savage and Dubois
5,,,,,,,(2006)
6,Soaking (30 min),222.47,161.40,383.87,n.d.,n.d.,Savage and Dubois
7,,,,,,,(2006)
8,Soaking (18 h),175.79,175.29,351.07,n.d.,n.d.,Savage and Dubois
9,,,,,,,(2006)
10,Boiling (2 min),150.44,283.82,365.49,n.d.,n.d.,Savage and Dubois
11,,,,,,,(2006)
12,"Baking (220C,15 min)",221.53,216.79,435.83,n.d.,n.d.,Savage and Dubois
13,,,,,,,(2006)
14,Raw,M: 241.1 J: 330.4,M: 283.0 J: 195.1,M: 524.2 J: 525.6,n.d.,n.d.,Savage et al.
15,,,,,,,(2009)
16,Baking (150 C for 1.5 h),M365.9 J352.6,M:353.4 J181.4,M: 719.3 J: 533.9,n.d.,n.d.,Savage et al.
17,,,,,,,(2009)
18,Baking with cow milk (150C for 1.5 h),M159.7 J143.9,M: 221.3 J:154.9,M: 381.0 J: 298.8,n.d.,n.d., Savage et al.
19,,,,,,,(2009)
20,Baking with coconut milk (150C for 1.5 h),M156.8 J157.7,M:230.5 J190.9,M: 387.2 J: 347.2,n.d.,n.d.,Savage et al.
21,,,,,,,(2009)
22,Baking with 50/50 cow milk and coconut,M131.0J175.5,M: 256.7 J:233.2,M387.7J408.7,n.d.,n.d.,Savage et al.
23,milk (150C for 1.5 h),,,,,,(2009)
24,Baking with milk powder dissolved in,M: 124.6 J: 136.3,M239.7 J:181.2,M: 364.3 J: 317.4,n.d.,n.d.,Savage et al.
25,coconut milk (150 C for 1.5 h),,,,,,(2009)
26,Fresh,n.d.,n.d.,358.0,28.7,223.2,Singh et al. (2015)
27,Boiling with normal water,n.d.,n.d.,185.0,18.7,248.5,Singh et al. (2015)
28,Boiling with 5% salt water,n.d.,n.d.,151.1,21.0,168.8,Singh et al. (2015)
