,0,1,2,3,4,5,6,7,8,9
0,,D%a,New energy value (kJ,Previous energy value (kJ),Moisture(g),Protein(g),Fat (g),Available,Ash(g),Dietary fibere (g)
1,,,including DF,excluding DF,,,,carbohydrates(g),,
2,Group of cereals,,,,,,,,,
3,"Cereal, bar, orange, Nestle",14,1476,1300,8.3,5.5,6.5,56.8,0.90,22.0
4,"Cereal, bar, nuts/raisins/honey, Ritter",2,450,1592,7.8,6.8,6.4,73.0,1.42,4.6
5,"Rice, polished, cooked, Oryza sativa L.",2,450,442,73.5,2.1,0.6,22.6,0.30,1.0
6,"Rice,whole grain,cooked,Oryza sativa L",3,415,403,75.5,2.3,0.7,19.8,0.22,1.5
7,"Cereal, wheat and corn,""Fibra Mais",26,1351,1071,3.1,7.3,3.0,49.2,2.41,35.0
8,"Cereal, wheat/rice/corn, Nesfit",5,1551,1476,2.6,9.3,1.7,73.9,3.19,9.3
9,"Cracker,salted,whole grainNestle",2,1944,1904,2.6,8.1,18.3,59.8,1.95,5.0
10,"Cracker, salted",1,1892,1876,4.1,8.1,15.6,68.3,1.90,2.0
11,Group of vegetables,,,,,,,,,
12,"Tomato, raw, Lycopersicum esculentum M.",17,74,63,94.9,1.2,0.3,1.8,0.45,1.4
13,"Pumpkin,cooked,Cucurbita maxima x Cucurbita moschata",10,212,193,93.6,1.4,0.7,8.3,0.71,2.5
14,"Chayote, cooked, Sechium edule",17,96,82,93.6,0.6,0.3,3.6,0.19,1.7
15,"Cucumber,raw,Cucumis sativus L",33,35,27,97.1,0.5,0.1,0.9,0.31,1.1
16,"Lettuce, raw, Lactuca sativa L.",28,46,36,96.3,0.9,0.1,0.9,0.51,1.3
17,"Kale,raw,Brassica oleracea var.acephala",28,115,90,90.9,2.9,0.5,1.2,1.35,3.1
18,"Cabbagewhite,raw,Brassica oleracea L",21,74,61,94.5,1.0,0.1,26.8,0.43,1.6
19,"Sweet potato,cooked, Ipomoea batatas Lam",5,514,488,67.7,1.2,0.3,26.8,0.68,3.3
20,"Potato,white,cooked,Solanum tuberosum L",6,229,216,85.4,1.5,0.1,11.0,0.40,1.6
21,"Cassava, cooked,Manihot esculenta C",3,502,486,69.1,0.7,0.2,27.5,0.52,2.0
22,Group of fruits,,,,,,,,,
23,"Orange, in natura, Citrus aurantium L.",12,356,131,90.2,0.7,0.3,18.3,0.47,2.0
24,"Banana, in natura, Musa ssp.",3,356,344,78.0,1.3,0.3,18.3,0.71,1.5
25,"Apple,fuji,with skin, in natura,Malus sylvestris Mill",7,274,256,83.3,0.2,0.7,13.3,0.23,2.3
26,"Papaya, in natura, Carica papaya L.",12,169,150,88.8,0.4,0.3,7.7,0.35,2.3
27,"Mango, in natura, Mangifera indica L.",10,281,255,82.1,0.4,0.1,13.2,0.34,3.3
28,"Tangerine,in natura, Citrus reticulata",5,171,163,89.2,0.8,0.1,8.6,0.31,0.9
29,Group of legumes,,,,,,,,,
30,"Beans, black, cooked, Phaseolus vulgaris L.",15,574,497,67.5,7.3,0.8,20.3,0.59,9.6
31,"Beans, carioca, cooked, Phaseolus vulgaris L.",15,338,293,77.2,4.8,0.5,11.3,0.59,5.6
