,0,1,2,3,4,5,6,7,8,9,10,11
0,Samples,Fortified conc.,Recovery (%),,"Precision (CV,%","Precision (CV,%",LOD(mg/,LOD(mg/,LOQ(mg/,LOQ(mg/,Linearity (R2),Linearity (R2)
1,,(ppm),,,"intra-, inter-)","intra-, inter-)",kg),,kg),,,
2,,,A1),B2),A,B,A,B,A,B,A,B
3,Ham,17.5,91.4 4.3,89.2 ,3.94.7,3.4-4.1,0.6,0.3,2.0,1.0,0.9999,0.9994
4,,,,2.5,,,,,,,,
5,,35,83.7  3.3,85.5 ,3.2-3.9,3.34.2,,,,,,
6,,,,3.3,,,,,,,,
7,,70,85.0  1.1,83.5 ,1.3-2.0,0.82.2,,,,,,
8,,,,2.6,,,,,,,,
9,Fish Sausage,12.5,107.6 ,94.3 ,2.04.1,0.72.4,,,,,,
10,,,2.4,3.7,,,,,,,,
11,,25,99.6  1.8,95.8 ,1.6-4.0,1.72.8,,,,,,
12,,,,3.1,,,,,,,,
13,,50,89.5  0.5,94.3 ,1.4-1.6,1.6-3.4,,,,,,
14,,,,4.2,,,,,,,,
15,Salted code roe (Salted and fermented seafood,50,99.0  3.3,96.3 ,3.3-3.4,3.4-4.9,,,,,,
16,products),,,4.3,,,,,,,,
17,,100,93.5  4.1,90.4 ,4.1-4.9,2.83.9,,,,,,
18,,,,2.9,,,,,,,,
19,,200,92.8  4.9,90.0 ,3.9-5.1,3.2-4.5,,,,,,
20,,,,3.5,,,,,,,,
21,Cheese,12.5,97.51.7,93.0 ,1.72.3,1.5-3.5,,,,,,
22,,,,4.2,,,,,,,,
23,,25,90.82.5,89.6 ,2.72.8,2.05.5,,,,,,
24,,25,,4.6,,,,,,,,
25,,50,91.6  1.4,89.2 ,1.52.3,2.24.2,,,,,,
26,,,,3.8,,,,,,,,
