,0,1,2
0,Characteristics of quince pulp,Characteristics of quince pulp,
1,pH,,3.43
2,Total soluble solids Brix),Total soluble solids Brix),14.22
3,Acidity (%),Acidity (%),1.25
4,Carbohydrate (g/100 g),Carbohydrate (g/100 g),13.38
5,Reducing sugar(g/100 g),Reducing sugar(g/100 g),5.15
6,Non-reducing sugar (g/100 g),Non-reducing sugar (g/100 g),4.61
7,Moisture(g/100 g),Moisture(g/100 g),84.27
8,Ash (g/100 g),Ash (g/100 g),0.62
9,Fat (g/100 g),Fat (g/100 g),0.24
10,protein (g/100 g),protein (g/100 g),0.49
11,Fiber (g/100 g,Fiber (g/100 g,1.65
12,Ascorbic acid (g/100 g),Ascorbic acid (g/100 g),15.46
13,,Total phenolic (mg gallic acid equivalent /100 g),68.14
14,DPPH scavenging activity(%),DPPH scavenging activity(%),50.05
