,0,1,2,3,4,5,6,7
0,,,n,Mean  sd,Min,Max,'Source of,High in'
1,Calcium (mg),Adult,3,24  2,23,27,120,240
2,,Larva,20,150150,13,472,,
3,Chloride (mg),pupa,1,43,,,,
4,Chloride (mg),Adult,1,191,,,,
5,,Larva,2,181  8,175,187,,4.2
6,Iron (mg),Adult,3,2.87  0.64,2.18,3.46,2.1,4.2
7,,Larva,8,1.89  0.93,1.08,4,,
8,,pupa,1,1.68,,,,
9,Iodine (g),Adult,1,22,,,22.5,45
10,,Larva,1,17,,,,
11,Potassium (mg),Adult,3,368  36,340,408,,
12,,Larva,4,337  27,297,359,,
13,,pupa,1,355,,,,
14,Magnesium (mg),Adult,3,69  7,61,74,45,90
15,,Larva,7,92  8,80,104,,
16,,pupa,1,86,,,,
17,Manganese (mg),Adult,3,0.456  0.1096,0.368,0.582,,
18,,Larva,8,0.287  0.158,0.004,0.52,,
19,,pupa,1,0.546,,,,
20,Molybdaenum (g),Adult,1,39,,,,
21,Sodium (mg),Adult,3,66  7,62,74,,
22,,Larva,4,50  7,40,56,,
23,,pupa,1,55,,,,
24,Phosphorus (mg),Adult,3,295  16,277,307,,
25,,Larva,20,368  98,227,530,,
26,,pupa,1,300,,,,
27,Selenium (g),Adult,2,13.6  3.4,11.19,16,,
28,,Larva,3,16.3  7.61,10.9,25,,
29,,pupa,1,12.09,,,,
30,Zinc(mg),Adult,3,4.86  0.65,4.36,5.59,2.25,4.5
31,,Larva,8,4.33  0.72,3.45,5.2,,
32,,pupa,,3.9,,,,240
33,Vitamin A (IU),Larva,2,29,28,30,120,240
34,-Tocopherol(mg),Larva,2,1.9,1.6,2.2,,
35,Vitamin E (IU),Larva,4,0.99  0.25,0.63,1.17,,
36,Riboflavin (mg),Larva,2,0.18,0.81,1.61,0.24,0.42
37,Riboflavin (mg),Larva,2,1.21,0.81,1.61,0.24,0.48
38,Niacin (mg),Larva,2,4.10,4.07,4.13,2.7,5.4
39,Panthotenic acid (mg,Larva,2,2.04,1.45,2.62,,
40,Biotin(g),Larva,2,137,117,157,30,60
41,Vitamin C (mg),Larva,2,0.30,0.13,0.47,0.15,0.3
42,Vitamin C (mg),Larva,2,1.8,1.2,2.4,9,8
