,0,1,2,3,4,5,6,7
0,Sample,Spike concentration,Assay at 25C,,,Assay at 50C,,
1,,(mmol/L),Found concentration,Recovery,RSD (n=3),Found concentration,Recovery,RSD (n=3)
2,,,(mmol/L),(%),(%),(mmol/L),%,(%)
3,Milk,0.0,Not detected,,-,Not detected,-,-
4,,1.0,0.98,98.0,0.98,1.04,104.0,1.49
5,,2.0,2.03,101.5,0.84,1.96,98.0,1.21
6,,3.0,2.99,99.7,0.84,3.05,101.7,1.37
7,Beer,0.0,Not detected,,,Not detected,,
8,,1.0,1.02,102.0,1.12,1.04,104.0,1.82
9,,2.0,1.98,99.0,1.07,2.09,104.5,2.14
10,,3.0,3.04,101.3,0.98,2.95,98.3,1.56
11,Orange,0.0,Not detected,,-,Not detected,,-
12,juice,1.0,0.97,99.5,1.34,0.98,98.0,1.65
13,,2.0,1.99,99.5,2.38,2.05,102.5,2.35
14,,3.0,2.96,98.7,2.21,3.07,102.3,2.96
