,0,1,2,3,4,5,6,7,8
0,,Almond protein (ppm),Mean,SD,N,x,POD,LCL (95% CI),UCL (95% CI)
1,Naked eye,0.30,,,40,6,0.30,0.15,0.52
2,,0.40,,,40,36,0.90,0.77,0.96
3,,0.50,,,80,71,0.89,0.80,0.94
4,,0.70,,,60,60,1.00,0.94,1.00
5,,1.10,,,60,60,1.00,0.94,1.00
6,,2.20,,,20,20,1.00,0.84,1.00
7,,7.00,,,20,20,1.00,0.84,1.00
8,Strip reader,0.30,,,20,0,0.00,0.00,0.16
9,,0.40,,,40,18,0.45,0.31,0.60
10,,0.50,4.5,1.7,80,67,0.84,0.74,0.90
11,,0.70,9.9,3.2,60,60,1.00,0.94,1.00
12,,1.10,9.9,3.1,60,60,1.00,0.94,1.00
13,,2.20,13.4,3.5,20,20,1.00,0.84,1.00
14,,7.00,27.1,3.5,20,20,1.00,0.84,1.00
