,0,1,2,3,4,5,6,7,8
0,Commercial name,LAA (mmol Trolox kg-dwHAA mmol ascorbic ac.eq.,LAA (mmol Trolox kg-dwHAA mmol ascorbic ac.eq.,Ascorbic acid,Chlorophyll a,Chlorophyll b,Total chlorophyll,Lutein(mg kg-dw-carotene(mg kg-dw,Lutein(mg kg-dw-carotene(mg kg-dw
1,,,kg-1dw),(mgkg-1fw,(mgkg-1fw,(mgkg-1fw,mgkg-1fw,,
2,Coriander,616.2 80.1 bc,216.026.7 bcd,130.919d,699.41.45cd,195.3  1.71 de,894.7  2.96 ef,391.942 bcde,8255.0 663 a
3,Cress,878.3  46.5 a,209.9  12.8 cd,732.785b,697.13.71 cd,181.5  3.73 e,878.57.22 ef,253.437 de,4722.7 370 b
4,Green basil,688.5  90.4 b,202.6  19.6 de,155.916b,1057.38.71b,285.91.60 c,1343.210.3bc,455.145bcd,8592.2  1949 a
5,Jute,303.3  16.1 e,123.5  1.3 g,165.287 d,1076.55.77 b,299.74.18bc,1376.23.67bc,827.9  305 a,1542.4550cd
6,Kohlrabi,834.0 10.7 a,287.4 21.9 a,541.2167 bc,616.6  1.65 d,202.5  3.81 de,819.1  2.16 ef,329.239 de,426.1  62 d
7,Komatsuna,854.1  63.6 a,178.415.5 ef,616.8142 d,1099.5 13.0 b,354.4  2.38 b,1453.914.9b,336.7135 de,4417.8 1329 b
8,Mibuna,821.7  67.1 a,238.18.6 b,347.8  82 cd,725.0  9.09 cd,254.56.24 cd,979.414.5de,308.5111 de,4645.7 1821 b
9,Mustard,837.1  48.4 a,177.9  21.3 ef,278.2 43 d,510.0 8.11 d,137.30.94 e,647.3  9.03 f,193.563 e,2547.8  652 c
10,Pak choi,864.6  49.4 a,235.07.6 bc,527.446 bc,1410.615.4 a,441.9  6.01 a,1852.521.4a,585.1119b,854.7157 d
11,Purple basil,783.4  37.4 a,134.7  3.0 g,980.4  310 a,904.521.2 bc,283.3  4.05 c,1187.825.2 cd,221.4  58 e,803.7 69 d
12,Radish.,839.9  28.5 a,127.8  1.4 g,556.8130 bc,577.6  18.6 d,137.5  0.60 e,715.119.2 f,221.4  58 e,438.5  226 d
13,Swiss chard,429.8  41.5 d,127.8  1.4 g,240.6  129 d,965.15.51 b,285.7  2.30 c,1250.87.81 bc,316.4 86 de,1287.0  121 cd
14,Tatsoi,575.549.8 c,170.28.5f,560.380bc,1372.4 1.44 a,469.4  0.65 a,1841.81.13 a,560.776bc,804.437 d
15,Significance,***,***,***,***,***,***,***,***
