,0,1,2,3,4,5,6,7,8
0,Peak No.,RT (min),Mass ([M+ NH4]*),DG fragments (m/z),,,TAG,SFE-CO2,SE
1,,Sea buckthorn berry pomace extracts,,,,,,,
2,1,1.3,890,LnLn 595,-,-,LnLnLn,+,+
3,2,1.5,892,LnLn 595,LnL 597,-,LLnLn,+,+
4,3,1.7,894,LL 599,LLn 597,-,LLnL,+,+
5,,1.8,894,LnLn 595,OLn 599,-,OLnLn,+,+
6,,1.8,868,PLn 573,LnLn 595,-,PLnLn,+,-
7,4,2.0,870,LP 575,LLn 597,LnP 573,LLnP,+,+
8,,2.0,896,LLn 597,LnO 599,OL 601,OLnL,+,+
9,5,2.1,896,LL 599,-,-,LLL,+,+
10,,2.1,820,PPo 547,PoPo 549,,PoPoP,+,+
11,6,2.2,898,LnO 599,00 603,-,OLnO,+,+
12,,2.3,872,OL 601,LL 599,-,OLL,+,+
13,,2.4,872,LnP 573,PO 577,LnO 599,PLnO,+,+
14,7,2.6,872,PL 575,LL 599,,PLL,+,-
15,,2.6,846,PoL 573,LP 575,PoP 549,PoLP,+,+
16,8,2.7,822,PPo 549,PP 551,-,PPoP,+,+
17,9,2.8,848,LP 575,PP 551,,PLP,+,-
18,10,3.2,874,LP 575,PO 577,OL 601,PLO,+,+
19,11,3.3,900,OL 601,00 603,-,OLO,+,+
20,,V. opulus berry pomace extracts,,,,,,,
21,1,1.9,896,LL 599,,-,LLL,+,+
22,2,2.3,900,LL 599,OL 601,-,OLL,+,+
23,,2.3,900,LnO 599,OS 601,LnS 601,LnOS,+,+
24,3,2.7,900,OL601,00 603,-,OLO,+,+
25,4,3.1,902,00 603,,-,000,+,+
26,,3.1,904,00 603,OS 605,-,oos,+,+
