,0,1,2,3,4,5,6,7,8
0,S/n,Nigerian cooked foods,Na: K,K: Na,Ca:P,Ca:Mg,Zn: Cu,Fe: Zn,K/(Ca+Mg)*
1,,Dishes,,,,,,,
2,1,Boiled rice and fish stew,2.18,0.46,8.93,2.89,2.38,7.16,1.94
3,2,Bread and beans,1.04,0.96,6.15,0.97,2.65,4.40,4.58
4,3,Boiled yam and garden egg sauce,1.39,0.72,10.38,1.89,4.08,3.98,1.47
5,4,Beans and corn,0.93,0.49,10.52,3.13,16.90,8.79,1.41
6,5,Ofada rice and stew,2.05,0.49,10.52,3.13,1.95,8.79,1.41
7,6,Akara and agidi,1.80,0.55,3.81,5.74,5.44,1.73,1.46
8,,Soups,,,,,,,
9,7, Banga soup,2.42,0.41,21.28,2.87,2.55,5.09,0.63
10,8,Okazi soup,1.52,0.66,9.34,3.98,1.42,10.05,0.42
11,9, Miyan kuka,1.83,0.55,21.99,1.94,1.96,4.60,2.19
12,10, Miyan taushe,2.23,0.45,10.50,2.86,6.78,4.27,1.83
13,11,Groundnut soup,13.03,0.08,10.50,4.20,0.00,4.00,1.31
14,12, Afang soup,13.18,0.08,11.00,4.40,0.00,4.00,1.26
15,13,Oha soup,15.82,0.06,0.00,2.00,0.00,3.50,3.67
16,14,Ogbono soup,19.77,0.05,0.00,2.00,2.00,3.50,5.50
17,15,Chicken stew,17.23,0.06,0.00,2.00,0.00,4.00,5.00
18,16,Beef stew,15.22,0.07,0.00,4.00,0.00,3.00,2.30
19,17,Fish stew,5.64,0.18,2.00,2.00,0.00,9.00,5.56
20,18, Ila alasepo,15.19,0.07,9.00,1.80,0.00,4.50,1.86
21,19,Egusi soup,16.12,0.06,8.25,3.67,0.00,11.00,0.79
22,20,Gbegiri soup,9.74,0.10,0.00,1.50,0.00,2.00,4.60
23,,Standard value,0.60,2.0,0.5,2.0,10.0,2.0,<2.2
