,0,1,2,3
0,Brand,Commercial line,Type,Flavor
1,001,01,Nut-based bar,1
2,,02,,8
3,,03,Mixed bar,2
4,002,01,Fruit-based bar,2
5,,,Protein bar,5
6,,02,Nut-based bar,4
7,003,01,Nut-based bar,5
8,,02,Protein bar,3
9,004,01,Cereal bar,2
10,,,Fruit-based bar,3
11,005,01,Fruit-based bar,4
12,,02,Protein bar,6
13,,03,,4
14,006,01,Nut-based bar,4
15,,02,Fruit-based bar,1
16,007,01,Cereal bar,1
17,008,01,Mixed bar,1
18,009,01,Protein bar,1
19,010,01,Protein bar,8
20,011,01,Protein bar,1
21,012,01,Protein bar,2
22,,02,,1
23,013,01,Protein bar,8
24,,02,,5
25,,03,,1
26,,04,,5
27,,05,,4
28,,06,,4
29,014,01,Protein bar,6
30,015,01,Protein bar,3
31,016,01,Protein bar,1
32,017,01,Protein bar,8
33,,02,,1
34,018,01,Protein bar,3
35,019,01,Nut-based bar,1
36,,02,,1
37,,03,,1
38,,04,,2
39,020,01,Protein bar,1
40,,02,,3
41,,03,Nut-based bar,2
42,,04,,5
43,021,01,Mixed bar,1
44,022,01,Protein bar,2
45,,02,,1
46,,03,Nut-based bar,2
47,,04,Cereal bar,2
48,023,01,Cereal bar,2
49,,02,,1
50,024,01,Nut-based bar,3
51,025,01,Protein bar,1
52,026,01,Fruit-based bar,4
53,Total,50 commercial line,5 types,N total 153 flavors
