,0,1,2,3,4,5,6,7,8,9
0,S/,Nigerian cooked foods,Phytate mg/,100 g,Phytate:,Phytate:,Phytate:,Phytate: Ca/,Ca  Phytate:,Oxalate /
1,n,,100 g,100 g,Fe,Zn,Ca,Zn,zinc,Ca
2,,Dishes,,,,,0.00,,,
3,1,Boiled rice and fish stew,1.20,13.10,0.03,0.24,0.00,0.00,0.27,0.14
4,2,Bread and beans,1.48,21.67,0.02,0.12,0.00,0.00,0.09,0.33
5,3,Boiled yam and garden egg,0.98,17.00,0.03,0.12,0.00,0.00,0.09,0.26
6,,sauce,,,,,,,,
7,4,Beans and corn,1.79,15.72,0.02,0.03,0.00,0.00,0.03,0.20
8,5,Ofada rice and stew,1.13,9.93,0.02,0.16,0.00,0.00,0.29,0.06
9,6,Akara and agidi,2.40,32.52,0.01,0.05,0.00,0.00,0.65,0.03
10,,Soups,,,,,,,,
11,7,Banga soup,0.84,7.35,0.02,0.09,0.00,0.00,0.20,0.04
12,8,Okazi soup,1.99,12.11,0.01,0.14,0.00,0.00,2.01,0.01
13,9, Miyan kuka,0.88,7.51,0.05,0.26,0.00,0.00,0.19,0.11
14,10,Miyan taushe,2.44,23.70,0.01,0.07,0.00,0.00,0.23,0.08
15,11,Groundnut soup,2.76,10.67,2.92,13.57,0.80,0.00,0.07,23.11
16,12,Afang soup,2.87,19.97,3.05,14.14,0.79,0.00,0.08,41.26
17,13,Oha soup,2.91,14.56,6.17,28.64,4.41,0.00,0.02,165.48
18,14,Ogbono soup,2.37,22.43,2.88,11.68,1.80,0.00,0.02,127.45
19,15,Beef stew,1.63,26.44,3.46,16.07,2.47,0.00,0.02,300.51
20,16,Beef stew,2.53,21.60,7.15,24.88,1.91,0.00,0.04,122.75
21,17,Fish stew,2.59,16.33,2.45,25.54,2.62,0.00,0.04,123.70
22,18, Ila alasepo,2.61,19.10,2.46,12.84,1.76,0.00,0.03,96.46
23,19,Egusi soup,3.24,16.14,2.50,31.92,0.60,0.00,0.26,22.23
24,20,Gbegiri soup,2.75,16.83,11.67,27.10,5.56,0.00,0.02,255.08
25,,Critical values,,,<1.00,<15.00,<0.24,0.5,>200,<2.00
