,0,1,2,3,4
0,Name,,Year,No of,No.of
1,,,,foods,nutrients
2,Standard Tables of Food Composition in Japan,Standard Tables of Food Composition in Japan,1950,538,14
3,Standard Tables of Food Composition in Japan,Standard Tables of Food Composition in Japan,1954,695,15
4,Revised Edition,Revised Edition,,,
5,Standard Tables of Food Composition in Japan,Standard Tables of Food Composition in Japan,1963,878,19
6,Thied Revised Edition,Thied Revised Edition,,,
7,Standard Tables of Food Composition in Japan,Standard Tables of Food Composition in Japan,1982,1621,19
8,Fourth Revised Edition,Fourth Revised Edition,,,
9,Standard Tables of Food Composition in Japan,Standard Tables of Food Composition in Japan,2000,1882,36
10,Fifth Edition,Fifth Edition,,,
11,Standard Tables of Food Composition in Japan,Standard Tables of Food Composition in Japan,2005,1878,43
12,,Fifth Revised and Enlarged Edition,,,
13,Standard Tables of Food Composition in Japan -,Standard Tables of Food Composition in Japan -,2010,1878,50
14,2010-,2010-,,,
15,Standard Tables of Food Composition in Japan -,Standard Tables of Food Composition in Japan -,2015,2191,52
16,,2015 -Seventh Revised edition),,,
