,0,1,2,3
0,Topic,Difficulty,Relevance,Time
1,,,usefulness,allocated'
2,"Introduction to databases,history",2.1,3.7,3.4
3,application and limitations,,,
4,Sampling,2.9,4.6,2.9
5,Laboratory analysis,2.8,4.2,3.1
6,Resources and international activities,2.2,3.9,3.5
7,"Data quality,data evaluation,expert",2.7,4.3,2.7
8,systems,,,
9,"Compilation,database management",2.9,4.3,2.9
10,Excursions,2.2,3.6,3.4
11,Project work,2.9,4.0,3.3
12,Project presentations,2.8,3.9,3.2
13,Average scores over all topics,2.6,4.1,3.2
