,0,1,2,3,4
0,Compound,Beans Spatula,Beans Spatula,Beans Ladle,Beans Ladle
1,,1 mg/Kg,2 mg/Kg,1 mg/Kg,2 mg/Kg
2,PA6,0.320.01,<0.031,<0.031,<0.031
3,monomer,,,,
4,PA 6 dimer,0.0410.001,<0.062,<0.062,<0.062
5,PA 6 trimer,0.240.02,<0.110,<0.110,<0.110
6,PA6,<0.082,<0.082,<0.082,<0.082
7,tetramer,,,,
8,PA6,<0.054,<0.054,<0.054,<0.054
9,pentamer,,,,
10,PA6,<0.110,<0.110,<0.110,<0.110
11,hexamer,,,,
12,PA 66,2.20.2,1.70.4,2.1 0.5,3.2 0.3
13,monomer,,,,
14,PA 66 dimer,0.310.01,2.1  0.3,1.90.3,2.5  0.4
15,PA 66 trimer,<LOD,0.110.25,0.091,0.310.02
16,,,,0.030,
