,0,1,2,3,4,5
0,Bioactive,Onion variety,Extraction condition,amount,Average and range,references
1,compound,,,,,
2,Phenolic,Red onion skin,80% cereal alcohol 1:20 w/v 240 min,608 mg GAE/g dry,Average:360 mg GAE/g DW Range:From,Viera et al.2017
3,compounds,,,onion skin,23.67 mg GAE/g dried onion to 608 mg,
4,,,,,GAE/g dry onion,
5,,,Ultrasonication 20 min at 30 C,23.67  0.16 mg,,Albishi et al.(2013a)
6,,,mixture of methanol acetone-water,GAE/g dried onion,,
7,,,"7:7:6,v/v/v",,,
8,,,Microwave-assisted extraction,10.90  0.88 mg,,Dairi et al.2021
9,,,500-900 W Mixture of ethanol/water,GAE/g DW,,
10,,,30-80%30-180 s,,,
11,,onion skin (Donna),50% ethanol containing 0.05 M orto.,68.2 mg GAE/g DW,,Burri et al. (2017)
12,,,phosphoric acid Ultrasonication 15,,,
13,,,min at ambient temperature,,,
14,,Red onion skin,Acidified methanol with HCl,505 mg/g,,Geetha et al.2011
15,,,Ethanol in water (40:60 v/v),34.1  3.5 mg GAE/g,,Giner et al.2021
16,,,80% aqueous ethanol,399  5.4 mg GAE/g,,Nile et al.2021a
17,,,,dry extract,,
18,,,100 ml Methanol 24 h,289  1.31 mg GAE/g,,Jeong et al. (2009)
19,,NHRDF red onion,"methanol (1:25,25 times diluted)",289  1.31 mg GAE/g,,Sagar et al. (2020)
20,,skin,,DW,,
21,,Dry peel of red,"Methanolic extract,ethyl acetate",385  5.0 mg GAE/g,,Singh et al. (2009)
22,,onion,fraction,extract,,
23,,Red onion skin,Ultrasonication for 2 h 35% acetone,1514.42 mg GA/g,,Skerget et al. (2009)
24,,(Red baron),,,,
25,,Onion waste,Ethanol/water mixture (70% v/v),46.7  1.4 mg GAE/g,,Benito-Roman et al.
26,,(Horcal),,dry onion skin,,(2020)
27,,Pukekohe,Subcritical water extraction 30 min,205 mg GAE/g DW,,Munir et al. 2018
28,,Longkeeper brown,,,,
29,,onion skins,,,,
30,,Red onion skin,Mixture of methanol- acetone- water,23.67  0.16 mg,,Albishi et al. (2013b)
31,,,7:7:6v/v/v),GAE/g dried onion,,
32,,,Ultrasonication 750 W 80% Cereal,414 mg GAE/g dried,,Bordin Viera et al.
33,,,alcohol,onion skin,,(2021
34,,,Ethyl acetate,577  9.2 mg GAE/g,,Mahdian
35,,,,extract,,Kouchaksarayi et al.
36,,,,,,(2021)
37,Flavonoids,Red onion skin,80% cereal alcohol 1:20 w/v 240 min,38.1 mg QE/g dry,Average; 47.734 mg QE/g Range: From,Viera et al.2017
38,,,,36.19  5.1 mg QE/g,1.28 mg/g to 168.77 mg/g,
39,,,Ethyl acetate,36.19  5.1 mg QE/g,,Mahdian
40,,,,extract,,Kouchaksarayi et al.
41,,,,,,(2021)
42,,,Ultrasonication 750 W 80% Cereal,36.76 mg QE/g dry,,Bordin Viera et al.
43,,,alcohol,onion skin,,(2021)
44,,Onion waste,Ethanol/water mixture (70% v/v),20.4  0.2 mg QE/g,,Benito-Roman et al.
45,,(Horcal),,dry onion skin,,(2020)
46,,NHRDF red onion,"methanol 1:25,25 times diluted",169 0.87 mg QE/g,,Sagar et al.2020
47,,skin,,DW,,
48,,Red onion skin,"Methanolic extract, ethyl acetate",165  3.2 mg QE/g,,Singh et al. (2009)
49,,,fraction,extract,,
50,,,Acidified methanol with HCl,1.276 mg/g,,Geetha et al. (2011)
51,,,80% aqueous ethanol,1211.3 mg QE/g,,Nile et al.2021a
52,,,,dry extract,,
53,,Pukekohe,Subcritical water extraction 30 min,115 mg QE/g DW,,Munir et al.2018
54,,Longkeeper brown,,,,
55,,onion skins,,,,
56,,Red onion skin,50% ethanol,42.20  0.36 mg/100,,Guoqing et al.2015
57,,,,g dry onion skin,,
58,,,Mixture of methanol- acetone- water,20.22  0.39 mg QE/,,Albishi et al. (2013b)
59,,,(7:7:6v/v/v),g dry onion skin,,
60,Anthocyanins,Red onion skin,80% cereal alcohol 1:20 w/v 240 min,233 mg cyanidin-3-0-,Average: 242 mg cyaniding-3-O-glucoside/g,Viera et al.2017
61,,,,glucoside/100 g dry,Range: From 2.46 mg cyanidin-3-glucoside/,
62,,,,onion skin,100 g to 385 mg cyanidin-3-O-glucoside/,
63,,,mixture of water (70% w/v) and,60.67  8.4 mg/g,,Moosazad et al.
64,,,glycerol (30% w/v),,,(2019)
65,,,Acidified methanol with HCl,109 mg/g,,Geetha et al. 2011
66,,,Ultrasonication 750 W 80% Cereal,385 mg cyanidin-3-0-,,Bordin Viera et al.
67,,,alcohol,glucoside/100 g dried,,(2021)
68,,,,onion skin,,
69,,,Mixture of methanol- acetone- water,10.04  0.90 mg/100,,Albishi et al.2013b
70,,,(7:7:6v/v/v),g skin,,
71,,,Ethanol in water (40:60 v/v,2.46  0.07 mg,,Giiner et al.2021
72,,,,cyanidin-3-glucoside/,,
73,,,,100 g,,
