,0,1,2,3
0,Microorganism (Mode of,Mode of visualisation,Employment,References
1,application),,,
2,Aliivibrio fischeria,Luminiscence (bioluminiscence),Study of multi class antibiotics residues in animal food,"(Chen&Schwack,2014"
3,Aliivibrio fischeria,Luminiscence (bioluminiscence),Analysis of antibiotic residues in bovine milk and porcine kidney.,"Chen& Schwack,2014"
4,Alivibrio fischeria,Luminiscence (bioluminiscence),"Comparison of antimicrobial activity profiles of cold-pressed hemp,","Teh & Morlock,2015"
5,,,flax and canola seed oils.,
6,Aliivibrio fischeri,Luminiscence (bioluminiscence),Study of microbiological profile in German beers,"(Ristivojevic& Morlock,"
7,,,,2018)
8,Bacillus subtilisa,Colorimetric (MTT),Study of antimicrobial activities of brown seaweeds.,"Ristivojevic et al.,2021)"
9,Bacillus subtilisa,Colorimetric (MTT),Investigation of antimicrobial activity of Chamomile Extracts,"Moricz et al.,2010"
10,Bacillus subtilisa,Colorimetric (MTT),Study of microbiological profile in German beers.,"(Ristivojevic& Morlock,"
11,,,,2018)
12,Bacillus subtilisa,Colorimetric (MTT),Comparison of antimicrobial activity profiles of cold-pressed hemp,"(Teh & Morlock,2015)"
13,,,flax and canola seed oils.,
14,Candida albicansb,Colorimetric (MTT),Investigation of the antimicotic properties of Polygonum ferrugineum,"Lopez et al.,2007"
15,,,Wed,
16,Colletotrichum musaeb,Colorimetric (MTT) and Luminiscence,Study of antifungal activity in brazilian red propolis extract.,"(Dudoit et al., 2020)"
17,,(bioluminiscence),,
18,Escherichia colia,Colorimetric (MTT) and Luminiscence,Analysis of antibiotic residues in bovine milk.,"Piech et al.,2016"
19,,(bioluminiscence),,
20,Escherichia colia,Colorimetric (MTT),Study of antimicrobial activities of brown seaweeds.,"Ristivojevic et al.,2021"
21,"Mycobacterium tuberculosisa,b.c",Colorimetric (MTT) and Luminiscence,Investigation of the antimycobacterial properties of Actinomycete and,"Grzelak et al.,2016"
22,,(bioluminiscence),Aspergillus fermentation extracts,
23,Photobacterium phosphoreum,Luminiscence (bioluminiscence),Screening of captan residue in fruits,"Chen et al.,2020"
24,Pseudomonas syringae pv.,Luminiscence (bioluminiscence),Investigation of antimicrobial activity of Chamomile Extracts,Moricz et al.2010
25,maculicolaa,,,
26,Salmonella typhimuriumb,Colorimetric and Fluorescence (X-gal),Study of two component inhibitory properties in plants employed as,"Salazar et al.,2014"
27,,,herbal tea and food consumption.,
28,Saccharomyces cerevisiaea,Fluorescence (4-MU),"Comparison of estrogenic activity profiles of cold-pressed hemp, flax","Teh Morlock,2015"
29,,,and canola seed oils.,
30,Saccharomyces cerevisiaea,Fluorescence (4-MU),"Comparison of estrogenic activity profiles of samples, including",(Morlock and
31,,,propolis and spice samples.,"Klingelhofer,2014)"
32,Saccharomyces cerevisiaea,Fluorescence (4-MU),Monitoring of the presence of estrogenic compounds in food contact,"Bergmann et al., 2020)"
33,,,materials.,
34,Saccharomyces cerevisiaea,Fluorescence (4-MU,Evaluation of estrogenic effects in environmental samples,"Riegraf et al.,2019"
35,Saccharomyces cerevisiaea,Fluorescence (4-MU),Study of estrogenic or androgenic activity in wastewater samples,Moscovici et al.2020
