,0,1,2,3,4,5,6,7
0,Composition,alkaline,1% Alc.No pH,9% Visc.No pH,1% Alc.pH,1% Alc.pH,1% Prot.pH,9% Visc.+ 0.5% Phyz.pH
1,,extraction,control,control,control,control,control,control
2,"Dry matter, %",1.9  0.1c,2.5  0.1b,4.0  0.1a,2.30.1bc,2.30.1bc,2.4  0.1bc,4.1  0.2a
3,"Proteins,g/100 g DM",91.2  1.6a,73.8  0.4c,40.2  0.5d,81.7  0.9b,,77.2  1.9bc,45.4  1.4d
4,"solubilized protein, % of proteins",75.6  1.3b,83.1  0.4ab,76.3  0.9b,85.6  0.9a,85.6  0.9a,81.7  2.0ab,88.5  2.6a
5,"Free sugars,mg/100 g DM",30830.0 ,23032.1  220.4bc,21370.1  84.1c,24560.9 ,24560.9 ,25059.2 ,25144.5  818.9b
6,,128.5a,,,542.1b,542.1b,322.8b,
7,Ara,,,3139.7  37.6a,,-,-,3145.557.9a
8,Fuc,-,-,176.7 2.8a,,-,,183.7 17.6a
9,Xyl,,,662.6  10.1b,,,,727.98.2a
10,Fru,526.4  6.9b,347.7  3.8b,3214.7  177.9a,474.4  12.6b,,785.8  43.1b,3830.8  235.4a
11,Gal,631.1  2.4b,418.5 3.6,2446.5  25.6a,462.7 6.8,462.7 6.8,479.7  16.1bc,2573.861.6
12,Glu,2412.2  19.9c,1742.2  25.5c,10705.7  16.5b,1956.8  40.7c,,2267.2  63.7c,11970.7  381.0a
13,Suc,26876.3  96.9a,20190.3  196.0bc,,21276.4 ,21276.4 ,19918.1  186.9c,
14,,,,,472.ob,472.ob,,
15,GaA,,-,544.1  0.5a,,-,,543.2  11.1a
16,Man,,,,,,,552.8  2.7a
17,Ino,384.0 2.4bc,333.3  1.0c,480.2  1.7b,390.6  10.obc,,1608.3  13.1a,1616.143.4a
18,"Free acids,mg/100 g DM",4568.7  35.4ab,3784.9  29.7d,2848.4  6.9e,4147.7  78.6cd,,4389.0  77.obc,4807.5  129.9a
19,PhA,1509.8  8.9cd,1255.9  14.4e,1670.0  2.0bc,1375.5  24.gde,,1893.2  45.1b,3439.3  89.1a
20,organic acids,3058.9  26.5a,2529.015.3,1178.4  5.0e,2772.1  53.gb,,2495.831.9,1368.2  40.9d
21,SuA,46.5  0.8a,36.4  0.ob,15.7  0.1c,38.4  1.1b,38.4  1.1b,36.8  1.2b,18.2  0.6c
22,MaA,1755.2  8.7a,1356.9  14.0c,660.9  0.6e,1533.7  24.5b,,1370.3  10.8c,757.5  22.2d
23,CiA,988.2  6.6a,776.9  5.1c,402.4  3.1e,858.7  12.2b,858.7  12.2b,795.5 9.8c,475.3  13.4d
24,FuA,268.9  10.5c,358.8  3.8a,99.4  1.1d,341.3  16.0ab,,293.2  12.6bc,117.3  4.6d
25,"Free amino acids, mg/100 g",1365.6  29.1c,4219.8  33.5b,1295.5  23.2c,6921.8  210.8a,,6765.9  221.9a,1426.8 46.6c
26,DM,,,,,,,
27,Ala,90.1  2.3c,250.1  1.3b,85.7  1.4c,649.3  20.3a,649.3  20.3a,646.8  22.8a,98.3  3.1c
28,Gly,94.6  1.7c,85.00.2,28.2 0.5d,139.1  4.4b,139.1  4.4b,244.1  5.1a,36.3  1.0d
29,Val,88.2  1.4c,250.5  0.6b,67.01.1,602.0  16.0a,602.0  16.0a,622.9  17.4a,75.7  2.0c
30,Leu,131.21.6,733.5  0.1,225.9  4.5de,1140.830.7a,,994.2  33.ob,250.4  6.4d
31,Pro,450.1  16.4a,467.7  12.4a,148.7  3.5b,534.7  21.0a,534.7  21.0a,531.4  30.8a,178.3  6.8b
32,Iso,71.4  0.1d,191.1  1.3c,51.9  0.7d,396.1  9.7b,,481.1  15.3a,58.1  1.3d
33,Ser,90.9  1.1d,185.5 0.2c,62.1  0.8d,391.6  11.6b,391.6  11.6b,482.4  15.5a,69.6  2.3d
34,Thr,72.5  0.8d,156.2  0.1c,54.4  1.2d,280.1  7.4b,280.1  7.4b,413.111.3,55.4  3.4d
35,GIA,,507.8 0.0b,80.00.8,658.7  21.3a,658.7  21.3a,552.9  17.6b,36.9 1.3c
36,AsA,276.4  3.8c,561.1  2.8b,145.1  1.6d,730.8 18.3a,730.8 18.3a,536.2  14.8b,149.7  5.6d
37,Met,,153.3  4.1b,48.4  1.6c,287.3  8.1a,287.3  8.1a,270.3  9.1a,49.7  1.8c
38,Phe,-,317.9  9.1b,160.6  3.1c,521.8  24.5a,521.8  24.5a,491.5  10.1a,172.1  4.3c
39,Tyr,,360.1 5.6,137.5  2.4d,589.6  17.6a,589.6  17.6a,499.0  19.1b,196.4  7.2d
40,"Glucosinolates, mg/100 g DM",,,,,,,
41,"Phenolic compounds, mg/100",446.1  3.7d,1905.0  4.1a,795.325.3,1370.3  16.5b,,1935.4  10.8a,750.411.5
42,g DM,,,,,,,
43,phenolic acids,168.9  2.9f,893.1  2.0b,432.6  10.0e,584.8  6.5c,584.8  6.5c,1029.4  0.2a,477.1  3.6d
