,0,1,2,3,4,5
0,Synthetic dyes (synonyms),E,"EAEU,",EU,CA,USA
1,,number,RB,,,
2,Tartrazine FD & C Yellow No.5,E102,+,+,+,+
3,Quinoline Yellow,E104,+,+,+,-
4,Sunset Yellow FCF (FD & C Yellow,E 110,+,+,+,+
5,No.6,,,,,
6,Citrus Red Citrus Red No.2,E121,,-,,+
7,AzoRubine (Carmoisine,E122,+,+,+,-
8,Amaranth (FD& C Red No.2,E123,-,+,+,
9,Ponceau 4R (Cochineal Red A),E124,+,+,+,-
10,Erythrosine (FD & C Red No.3),E 127,-,+,+,+
11,Red 2G,E128,,,-,-
12,Allura Red AC (FD & C Red No.40),E129,+,+,+,+
13,Patent Blue V,E131,+,+,-,
14,Indigo Carmine,E132,+,+,+,+
15,Brilliant Blue FCF,E133,+,+,+,+
16,Green S,E142,+,+,-,-
17,Fast Green FCF(FD&CGreen No.3,E143,+,-,+,+
18,Brilliant Black (Black PN),E151,+,+,+,
19,Brown HTChocolate brown HT,E155,+,+,+,-
20,Orange B,,,,-,+
