,0,1
0,01,Cereals90
1,02,Starchy roots and tubers (1870)
2,,Potatoes1671
3,,Other(199)
4,03,Legumes 28
5,04,Nuts and seeds101
6,05,Vegetables(354
7,06,Fruits(1635
8,07,Meat and poultry(746
9,,Mammals (217)
10,,Poultry-
11,,Reptiles/amphibians(15)
12,,Insects514
13,,Other(-)
14,08,Eggs(5)
15,09,Fish and shellfish (1304
16,,Finfish(1069)
17,,Crustaceans129
18,,Molluscs106
19,10,Milk(273)
20,,Cow2)
21,,Sheep(8
22,,Goat110
23,,Mare37
24,,Camel14
25,,Yak21
26,,Buffalo65
27,,Donkey7
28,,Moose(1
29,,Reindeer2
30,,Mithun (6
31,,Other (0
32,11,Herbs and spices(-)
33,12,Miscellaneous (5
34,Total food entries (6411,
