,0,1,2,3,4,5,6,7,8,9,10,11
0,Food category,EDI (g/kg bw/day),EDI (g/kg bw/day),,,,,,,,,
1,,1-2y,36 y,7-12 y,13-19 y,2064 y,65y, 20 y,Men,Women,95th,General
2,Ham,2.7,5.0,3.8,2.7,1.3,0.2,1.2,1.6,1.3,8.2,1.4
3,Bacon,0.9,1.4,1.0,0.8,0.4,0,0.3,0.5,0.3,0.1,0.4
4,Bacon,0.1,0.3,0.3,0.2,0.1,0,0.1,0.1,0.1,0,0.1
5,Fish sausage,0,0,0,0,0,0,0,0,0,0,0
6,Jeotkal (Salted and fermented pollack roe products),0,0,0,0,0,0,0,0,0,0,0
7,Cheese,0,0,0,0,0,0,0,0,0,0,0
8,Total,3.7,6.7,5.2,3.7,1.8,0.2,1.6,2.2,1.7,8.3,1.9
9,Food category,%ADI,,,,,,,,,,
10,,12 y,36 y,7-12 y,13-19 y,2064 y,65 y,20 y,Men,Women,95th,General
11,Ham,3.9,7.1,5.4,3.8,1.9,0.3,1.7,2.3,1.8,11.7,2.1
12,Sausage,1.3,2.0,1.5,1.1,0.5,0.1,0.4,0.6,0.5,0.1,0.6
13,Bacon,0.2,0.4,0.5,0.3,0.1,0,0.1,0.1,0.1,0,0.1
14,Fish sausage,0,0,0,0,0,0,0,0,0,0,0
15,Jeotkal (Salted and fermented pollack roe products),0,0,0,0,0,0,0,0,0,0,0
16,Cheese,0,0,0,0,0,0,0,0,0,0,0
17,Total,5.3,9.6,7.4,5.3,2.6,0.3,2.3,3.1,2.4,11.9,2.7
