,0,1,2,3,4,5,6,7,8
0,"Sample,collection",Extraction yield,Total phenolic,Total flavonoid,DPPH(SC5o g/mL,FRAP(umol,TEAC(M,Inhibition of,
1,year and processing,mgPEE/100g,content(g GAE/,content (g CE/,or*% inhibition at,TE/gPEE,TE/gPEE),lipoperoxidation(IC5o,
2,,FW,100gPEE),100 g PEE),100 g/mL),,,g/mL),g/mL)
3,"Icalma,2018",,,,,,,,
4,"Peeled, raw, unbound",156.74,6.37  0.03abcd,1.24  0.02abc,71.79  0.36abed,55.13 ,590.91 ,,
5,,,,,,1.23abed,21.40abcd,,
6,"Peeled, boiled,",79.26,9.58  0.31aefg,1.30  0.04dae,35.53  0.64aef,648.89 ,906.38 ,,-
7,unbound,,,,,9.1aefg,12.07aefg,,
8,"Boiled,unbound",342.83,14.05  0.53behi,2.13  0.03adf,24.48  0.94beg,148.05 ,1656.89 ,224.31  7.31,
9,,,,,,1.90behi,59.79behi,,
10,Boiledbound,143.27,11.91  0.21cfhj,2.19  0.04bag,34.35  0.43ch,1185.11,1394.18 ,236.92 20.58,
11,,,,,,36.05cfhj,76.02cfhj,,
12,Decoction water,79.05,45.82  1.23dgij,6.08  0.20cefg,14.60  0.69dfgh,435.25 ,3242.16 ,,
13,,,,,,9.03dgij,80.85dgij,,
14,"Icalma,2019",,,,,,,,
15,"Peeled, raw, unbound",209.15,10.19  0.21abc,1.22  0.04abc,30.10  0.34abed,736.91 ,1122.40 ,,
16,,,,,,11.46abed,29.40abc,,
17,"Peeled,boiled",88.93,10.58  0.14def,1.15  0.01def,26.27  1.83aefg,915.99 ,1667.51 ,,-
18,unbound,,,,,32.83aefg,45.86adef,,
19,"Boiled,unbound",394.86,13.05  0.23adgh,2.26  0.10adgh,14.75  0.24behi,1873.81 ,3417.92 ,284.647.94,
20,,,,,,29.85behi,91.61bdgh,,
21,"Boiled, bound",289.05,16.90  0.17iegi,1.79  0.07begi,33.12  0.52cfhj,1011.60,994.21 ,388.5118.40,
22,,,,,,9.95cfhj,58.93egi,,
