,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Compound,Empirical,RT,RI,Concentration (%),Concentration (%),,,,,,,
1,,formula,,,Ovh,Ovg,Olr,Ovt,,Omh,Omm,Ovc,Ovl
2,Sabinene,C10H16,8.43,971.00,,,,,,,0.09 ,,0.880.1
3,,,,,,,,,,,0.02,,
4,-Myrcene,C1OH16,8.85,989.58,0.04 ,0.1  0.01,,,,1,,,0.22 
5,,,,,0.01,,,,,,,,0.08
6,3-Carene,C10H16,9.47,1015.47,0.17,1.86 ,,-,-,0.140,3.29 ,,1.21 
7,,,,,0.05,0.11,,,,,0.02,,0.32
8,p-Cymene,C10H14,9.67,1023.65,1.16 ,0.45 ,,,,,0.16 0,,3.93 
9,,,,,0.39,0.03,,,,,,,0.19
10,"1,8-Cineol",C10H18O,9.83,1029.92,0.04  0,0.14 ,,-,-,,0.15 ,,0.29 
11,,,,,,0.02,,,,,0.01,,0.02
12,trans--Ocimene,C1OH16,10.02,1037.58,,0.08 ,,,-,,,,1.36 
13,,,,,,0.02,,,,2.76 ,,,0.67
14,-Terpinene,C10H16,10.54,1057.90,0.47 ,5.39 ,,0.06  0d,,2.76 ,6.49 ,,8.6 
15,,,,,0.13d,0.3b,,,,15.9 ,0.01b,0.06 ,1.89a
16,cis-Sabinene hydrate,C10H180,10.76,1066.84,0.17 ,10.34 ,,0.05 ,0.05 ,15.9 ,17.72 ,0.06 ,
17,,,,,0.1d,3.89c,,0.03d,0.03d,0.1b,0.12a,0.07d,
18,Linalool oxide,C10H18O2,10.90,1072.39,,,,1.56 ,1.56 ,,,,
19,,,,,,,,0.45,0.45,,,,
20,Terpinolene,C10H16,11.31,1088.56,0.04 ,1.19 ,,,,0.59 ,1.44 ,,0.21 
21,,,,,0.01,0.07,,,,0.01,0.03,,0.06
22,Linalool,C10H18O,11.59,1099.75,,-,,14.69 ,14.69 ,,-,0.16 ,0.68 
23,,,,,,,,0.3a,0.3a,,,0.09c,0.34b
24,cis-p-Menth-2-en-1-ol,C10H180,12.18,1122.32,-,1.09 ,,,,2.86 ,2.17 ,0.030,
25,,,,,,0.08,,,,0.07,0.08,,
26,trans-Pinocarveol,C10H16O,12.71,1142.36,0.02  0,0.62  0,,0.08 ,0.08 ,,,0.1 ,
27,,,,,,,,0.06,0.06,,,0.07,
28,endo-Borneol,C10H18O,13.38,1167.81,0.11,0.06  0,,0.37  0,0.37  0,0.16 ,0.160,0.05 ,0.16
29,,,,,0.01,,,,,0.01,,0.04,0.09
30,Terpinen-4-ol,C10H18O,13.69,1179.38,0.95 ,20.8 ,0.46 ,3.02 ,3.02 ,18.45 ,19.1 ,1.2 ,2.41 
31,,,,,0.18f,0.12a,0.13e,0.08d,0.08d,0.08c,0.23b,0.4f,0.15e
32,-Terpineol,C10H18O,14.03,1192.56,0.070,2.54 ,0.39,1.2 0.02,1.2 0.02,30.18,3.38 ,0.85 ,0.72 
33,,,,,,0.27,0.07,,,,0.04,0.09,0.03
34,trans-Piperitol,C10H18O,14.29,1202.28,,0.29 ,,,,0.29,0.65 ,,
35,,,,,,0.03,,,,0.04,0.12,,
36,Carvacrol methyl ether,C11H16O,15.45,1246.15,0.54 ,0.22  0,-,0.21  0,,,,0.01 ,0.05
37,,,,,0.06,,,,,,,0.01,0.04
