,0,1,2,3,4,5,6,7
0,Food category,Element,Max,Average,St.dev.,P50,P75,P95
1,Dried Nori,Ni,2.27E-02,2.00E-04,7.17E-04,,1.37E-04,8.80E-04
2,,As (total),1.32E-01,6.51E-03,1.59E-02,0,6.30E-03,3.07E-02
3,,Cd,1.20E-02,4.14E-04,1.13E-03,0,3.58E-04,1.73E-03
4,,Hg,1.52E-04,2.72E-06,9.03E-06,0,9.06E-07,1.25E-05
5,,Pb,2.04E-03,8.64E-05,2.19E-04,0,8.05E-05,3.82E-04
6,,Ni,7.64,5.03E-03,8.21E-02,4.21E-04,2.12E-03,1.52E-02
7,,As (total),1.01,1.76E-02,5.38E-02,2.46E-03,1.28E-02,7.63E-02
8,Fresh seaweed,cd,3.84E-02,4.50E-04,1.33E-03,6.90E-05,3.58E-04,1.95E-03
9,,Hg,1.60E-03,2.75E-05,9.07E-05,0,1.57E-05,1.32E-04
10,,Pb,1.78E-02,2.88E-03,1.43E-03,1.44E-04,5.84E-04,2.72E-03
11,Dried Wakame,Ni,4.75E-01,2.88E-03,1.55E-02,0,0,1.21E-02
12,,As (total),2.65,7.70E-02,3.10E-01,0,0,3.53E-01
13,,Cd,2.13E-01,3.57E-03,1.59E-02,0,0,1.61E-02
14,,Hg,2.02E-03,5.09E-05,2.15E-04,0,0,2.40E-04
15,,Pb,7.29E-02,1.31E-03,5.68E-03,0,0,6.09E-03
16,Dried Kelp,Ni,3.73,7.04E-03,7.65E-02,0,0,1.72E-02
17,,As (total),2.51E+02,1.17,1.01E+01,0,0,3.92
18,,Cd,1.72,5.62E-03,4.87E-02,0,0,1.60E-02
19,,Hg,7.07E-02,3.88E-04,3.13E-03,0,0,1.20E-03
20,,Pb,3.38,5.06E-03,5.66E-02,0,0,1.30E-02
21,Dried seaweeds 1,Ni,5.45E-01,4.07E-03,2.26E-02,0,0,1.60E-02
22,,As (total),1.48E+01,7.89E-02,4.27E-01,0,0,3.56E-01
23,,Cd,2.27E-01,1.66E-03,8.32E-03,0,0,7.55E-03
24,,Hg,5.59E-03,5.18E-05,2.73E-04,0,0,2.12E-04
25,,Pb,2.63E-01,1.21E-03,6.59E-03,0,0,5.08E-03
