,0,1,2,3
0,Food mixturesb,Total,Soluble,Insoluble
1,Non-germinated,,,
2,Unprocessed food mixture,5.93  0.05,2.95  0.08,2.98  0.18
3,Autoclaved food mixture,5.350.07(-10,3.310.11(+12,2.04  0.08(31)
4,Autoclaved and fermented food mixture,4.930.09(-16),3.900.25(+32),1.03  0.05(-65
5,Germinated,,,
6,Unprocessed germinated food mixture,4.88  0.17,2.00  0.02,2.88  0.06
7,Germinated autoclaved food mixture,4.160.09(-14,2.70  0.07(+35),1.460.07(-49
8,"Germinated,autoclaved and fermented food mixture",3.880.05(-20),3.150.13(+58,0.730.04(-74)
9,CD(P<0.05),0.27,0.39,0.25
