,0,1,2,3,4,5,6,7
0,Food matrix,Plasma source,Treatment conditions,Treatment conditions,,,Salient findings,References
1,,,Sample,Power/,Frequency,Exposure,,
2,,,amount,Voltage,,time,,
3,Strawberry,DBD,15-18 g,60 kV,50 Hz,10-30 min,>pHTSS,Rana et al. (2020)
4,Tomato juice,DBD,15 mL,45V,10 kHz,0-5 min, Total phenols Flavonoids,A (2020)
5,,,,,,,Antioxidants,
6,Wheat flour,DBD,1g,80 kV,50 Hz,5-30 min, Hydration propertiesWSI L*,Chaple et al. (2020)
7,Cashew apple,DBD,20 mL,20 kV,"200,700 Hz",15 min,"Glucose, fructoseVitamin C",Leite et al. (2021)
8,juice,,,,,,Total phenols,
9,Kiwi turbid juice,DBD,"10,15,20","13, 22, 31",60 Hz,15 min,ColourFlavorTextureTotal,Liu et al. (2021)
10,,,mL,"W15,25,35",,,phenols,
11,,DBD,,kV,,,,
12,Tender coconut,DBD,-,1828 kV,,13 min, TFA Total phenols Ascorbic,Chutia & Mahanta (2021)
13,water,,,,,,acid TSS,
14,Sour cherry,Jet plasma,"5, 10, 15","10,15,20 kV","10,15,20 kHz",19 min, Colour> pH Total phenols,Hosseini et al. (2021)
15,juice,,mL,,,,,
