,0,1,2,3,4,5
0,Country,Title,Edition,Number,Number of,Language
1,,,,of foods,components,
2,,,,,(nutrients),
3,Albania,Perberia Kimike e,not edited,23,13,Albanien
4,,Produkteve Ushgimore,,,,
5,Belorussia,use Russian tables,,,,
6,Bulgaria,Tables of Composition of,1975,1113,various,Bulgarian
7,,Bulgarian Foodstuffs,,,,
8,Croatia,Tablice o sastavu namirnica,1990,560,36,Croatian
9,,i mica,,,,
10,Czech Republic,Potravinove tabulky I.dil,1992,828,15,Czech
11,Czech Republic,Potravinove tabulky II.dil,1993,796,12,Czech
12,Estonia,Ruoka-aineiden ravintoaine-,"3rd edn,1990",400,64,Finnish (English and Swedish
13,,sisalto(Food Composition,,,,Introduction and vocabulary
14,,Table of Finnish Food,,,,for nutrients and food names
15,,Items),,,,Hungarian
16,Hungary,Tapanyagtablazat,,1700,820,Hungarian
17,Lithuania,,,,,
18,Poland,Food Products Composition,1990,224,78,"Polish, English"
19,,and Nutritive Value,,,,
20,,Tables of Trace Elements in,1992,225,8,"Polish, English"
21,,Food Products,,,,
22,,Dishes. Composition and,1994,171,51+7 indexes,"Polish, English"
23,,Nutritive Value,,,,
24,,Gluten Free Products,1995,64,23 + 3 indexes,"Polish, English"
25,Romania,Foodstuff Composition,1994,355,13,Romanian
26,,Tables-Content of,,,,
27,,Calories and Nutrients,,,,
28,Russia,Chemical Composition of,1987,1580,16-22,Russian
29,,"Food,Vol.1(2nd edn",,,,
30,,Chemical Composition of,1987,600,90,Russian
31,,Chemical Composition of,1994,971,1622,Russian-with English vocabu
32,,Meal and Ready-to-eat,,,,lary for nutrients in titles of
33,,Dish (2nd edn),,,,"tables, for cooking terminol-"
34,,,,,,"ogy,for name foods and"
35,,,,,,dishes (about 1600 terms)
36,Slovak Republic,Food Tables I---Primary,1988,632,35,"Slovak, English-Summary and"
37,,Foods,,,,Registers
38,,Food Tables II-Food,1992,763,3542,"Slovak, English---Summary"
39,,Products,,232,,
40,,FoodTablesIIIFood Raw,1994,232,68,"Slovak, English-Summary and"
41,,Materials and Dishes for,,,,Registers
42,,Vegetarian Diet,,,,
43,Slovenia,,,,,
