,0,1,2,3,4
0,No.,Common,Scientific name,HNB-SRCA,SRCA
1,,Name,,results,results
2,1,Peanut,Arachis hypogaea (Jihua,+,+
3,,,4),,
4,2,Peanut,Arachis hypogaea (Jihua,+,+
5,,,13,,
6,3,Peanut,Arachis hypogaea,+,+
7,,,Jinonghua 3),,
8,4,Peanut,Arachis hypogaea(Yuhua,+,+
9,,,37),,
10,5,Peanut,Arachis hypogaea (Huayu,+,+
11,,,52),,
12,6,Soybean,Glycine max,-,
13,7,Sesame,Sesamum indicum,-,
14,8,Hazelnut,Corylus heterophylla,-,
15,9,Sunflower,Helianthus annuus,,
16,,seed,,,
17,10,Walnut,Juglans regia,,
18,11,Chestnuts,Castanea mollissima,-,
19,12,Almond,Amygdalus communis,-,
20,13,Pistachio,Pistacia vera,,
21,14,Maize,Zea mays,,
22,15,Oats,Avena sativa,,
23,16,Canola,Brassica campestris,,
24,17,Wheat,Triticum aestivum,-,
25,18,Egg,Gallus gallus,,-
26,19,Milk,Chinese Holstein cows,-,-
27,20,Beef,Bos taurus,,-
28,21,Chicken,Gallus gallus,,
29,22,Fish,Oreochromis mossambicus,,
30,23,Shrimp,Palinuridae,-,
