,0,1,2,3,4,5,6,7
0,Compoundd,Canned tuna,Canned tomato fish (n,Canned roasted eel (n,Canned meat Sauce (n,Canned pineapple,Canned peach,Canned cherry
1,,n=3,=2,=2,=2,n=3,n=3,n=3
2,1,12.78  0.17B,67.83  3.39b,44.68  3.61c,76.88  6.42E,1.93  0.17A,2.19 0.30A,2.36  0.23A
3,,(7.40-17.07)e,(47.3788.29),(37.98-51.39),(53.86-99.91),(0.49-4.38),(0.75-3.98),(0.094.84)
4,2,5.28 0.03,33.06  3.37F,20.46  0.89b,24.91 2.45E,0.21  0.03A,0.45  0.07B,0.24  0.03A
5,,(5.12-5.47),(25.19-40.94),(15.42-25.50),(14.38-35.44),(0.060.38),(0.19-0.74),(trace-0.66
6,3,11.58 0.34E,5.70  0.86b,2.87  0.08c,2.71  0.16c,ndf,0.080.01A,0.17  0.02B
7,,(9.71-14.24),(4.19-7.22),(2.10-3.64),(1.83-3.60),,(trace-0.13),(nd-0.52)
8,4,125.99  7.5gE,11.36 0.62B,98.13  4.31b,20.24  1.20c,0.01  0.00A,0.03 0.00A,0.01 0.00A
9,,(102.78-143.57),(8.26-14.46),(74.82-121.45),(15.33-25.16,(0.01-0.02,(0.01-0.06),(0.01-0.01)
10,5,239.2718.05,2.47  0.0gB,2.84  0.17BC,3.03  0.21,0.02  0.01A,traces,nd
11,,(184.91-280.64),(2.03-2.91),(2.76-2.93),(2.29-3.78),(0.03-0.05,,
12,6,14.51  0.97b,0.54  0.02B,0.60 0.01B,1.13  0.09c,0.02  0.00A,trace,trace
13,,(11.84-16.36),(0.52-0.55,(0.55-0.65),(0.581.69),(0.01-0.05),,(nd-0.01
14,7,5.43 0.14A,12.97  0.71c,6.32  0.1gB,52.02  0.77E,36.13  5.54,162.19 ,181.76 
15,,(4.96-5.67),(10.98-14.97),(4.57-8.08),(51.97-52.08,(24.21-47.03),11.76F,12.61G
16,,,,,,,(51.05-370.74),(12.34-447.24)
17,8,83.47  3.66D,1246.81  6.07F,1112.30 4.77E,2122.73 17.37G,0.24  0.27A,9.66  0.83B,24.47  1.69c
18,,(77.61-91.85),(1237.50-1256.12),(1061.44-1163.17),(1757.29-2488.17),(nd-0.73),(nd-27.55,(0.4969.26)
19,9,5.500.12E,0.48  0.04B,4.52  0.16,3.45  0.32,trace,0.01  0.00A,0.01 0.00A
20,,(5.35-5.74),(0.46-0.49),(2.156.89),(1.57-5.33,,(trace-0.01),(0.01-0.02)
21,10,5.800.04A,30.22  1.98E,9.95  0.46c,38.02  2.74F,12.54  1.01,11.230.37,7.65  0.23B
22,,(5.56-5.94),(25.55-34.89),(3.59-16.32),(21.03-55.01),(6.84-19.14),(9.1714.20),(6.089.57)
23,11,28.65  2.07,17.60 2.58B,79.75  5.15b,85.12 3.63E,nd,nd,0.06  0.01A
24,,(20.56-33.62),(16.90-18.31),(32.05-127.45),(36.62133.92),,,(nd-0.17
25,Total,538.26 33.17,1429.04 19.72,1382.42  19.80,2430.24  35.36F,51.107.03A,185.84 ,216.73 
26,,,,,,,13.34B,14.82C
