,0,1,2,3,4,5,6
0,Amino acid,Amino acid content (g/100 g protein,Amino acid content (g/100 g protein,,,,
1,,Kancolla (%),aQuinoa (%),aWheat (%),aSoy,aSkim milk,bFAO
2,Isoleucine,5.6 (C. I.140),4.0,3.8,4.7,5.6,2.8
3,Leucine,9.4 (C. 1.130),6.8,6.6,7.0,9.8,6.6
4,Lysine,7.8 (C. 1.141),5.1,2.5,6.3,8.2,5.8
5,Phenylalanine,6.2 (C. 1.172),4.6,4.5,4.6,4.8,
6,Tyrosine,4.1 (C. I.172),3.8,3.0,3.6,5.0,6.3
7,Cystine,2.7 (C. 1.140),2.4,2.2,1.4,0.9,2.5
8,Methionine,2.2 (C. 1.140),2.2,1.7,1.4,2.6,
9,Threonine,6.2 (C. I.155),3.7,2.9,3.9,4.6,3.4
10,Valine,6.1 (C. 1.122),4.8,4.7,4.9,6.9,3.5
