,0,1,2,3,4,5,6,7,8,9
0,S/,Nigerian cooked foods,B-Carotene (mcg/,Vitamin E,Vitamin C,Vit A(mcg/,Vitamin,Vitamin,Vitamin,Vitamin B9 (mcg/
1,n,,100 g),,,100 g,B2,B3,B6,100 g
2,,Boiled rice and stew,49.08  1.98,0.02 ,18.46 ,4.09  1.98,0.16,1.10,0.20 ,0.18  0.00
3,,,,0.00,0.25,,0.01,0.04,0.01,
4,2,Bread and beans,165.97  1.09,0.02 ,25.04 ,13.83  1.09,0.15 ,1.00 ,0.24 ,0.230.01
5,,,,0.00,0.67,,0.00,0.05,0.01,
6,3,Boiled yam and garden egg,254.10  7.53,0.02 ,17.37 ,21.17  7.53,0.09 ,1.03 ,0.19 ,0.13 0.01
7,,sauce,,0.00,0.45,,0.00,0.08,0.03,
8,4,Beans and corn,104.82  2.38,0.01,11.90,8.73  2.38,0.07 ,1.18,0.28 ,0.22  0.01
9,,,,0.00,0.22,,0.01,0.04,0.01,
10,5,Ofada rice and fish stew,132.49  0.84,0.01 ,13.87 ,11.04  0.84,0.06 ,1.28,0.29 ,0.24  0.01
11,,,,0.00,0.21,,0.00,0.02,0.01,
12,6,Akara and agidi,34.50  2.97,0.03 ,21.86 ,2.88  2.97,0.16 ,1.66 ,0.31 ,0.26  0.01
13,,,,0.00,0.22,,0.01,0.00,0.00,
14,,Soups,,,,,,,,
15,7,Banga soup,123.86  6.02,0.01 ,14.22 ,10.32  6.02,0.07 ,0.67 ,0.10 ,0.100.00
16,,,,0.00,0.01,,0.00,0.01,0.00,
17,8,Okazi soup,291.36  1.78,0.02 ,23.30 ,24.28  1.78,0.15 ,1.64 ,0.27 ,0.250.01
18,,,,0.00,0.02,,0.00,0.00,0.01,
19,9,Miyan kuka,46.23  0.31,0.00 ,11.63 ,3.85  0.31,0.08 ,0.37 ,0.07 ,0.050.00
20,,,,0.00,0.01,,0.00,0.01,0.00,
21,10,Groundnut soup,250.96  0.36,0.02 ,37.08 ,20.91  0.36,0.16 ,1.59 ,0.25 ,0.19  0.02
22,,,,0.00,0.40,,0.00,0.01,0.01,
23,11,Egusi soup,71.35 1.43,0.00 ,4.83  0.10,5.95  1.43,0.24 ,0.10,0.28 ,0.480.00
24,,,,0.00,,,0.01,0.01,0.02,
25,12,Ila alasepo soup,69.92  0.83,0.00 ,3.29  0.07,5.83  0.83,0.13 ,0.10,0.21 ,0.490.02
26,,,,0.00,,,0.01,0.01,0.17,
27,13,Gbegiri soup,308.01  0.04,0.00 ,8.61  0.11,25.67  0.04,0.28 ,0.22 ,0.28 ,0.400.02
28,,,,0.00,,,0.01,0.01,0.01,
29,14,Chicken stew,109.19  0.22,0.00 ,6.77  0.03,9.10  0.22,0.11 ,0.04 ,0.26 ,0.430.01
30,,,,0.00,,,0.01,0.00,0.01,
31,15,Fish stew,70.53 0.85,0.00 ,5.150.06,5.88  0.85,0.12 ,0.12 ,0.16 ,0.30  0.00
32,,,,0.00,,,0.00,0.01,0.01,
33,16,Afang soup,83.834.47,0.00 ,5.330.02,6.994.47,0.20 ,0.31 ,0.49 ,0.37  0.02
34,,,,0.00,,,0.01,0.02,0.02,
35,17,Beef stew,52.28 1.26,0.00 ,7.03  0.35,4.361.26,0.17 ,0.12 ,0.31 ,0.130.01
36,,,,0.00,,,0.00,0.01,0.00,
37,18,Ogbono soup,156.23 7.21,0.00 ,2.03  0.03,13.027.21,0.22 ,0.17 ,0.39 ,0.57  0.02
38,,,,0.00,,,0.00,0.00,0.01,
39,19,Oha soup,39.27  2.72,0.00,3.56  0.03,3.27 2.72,0.10,0.11,0.29 ,0.41  0.00
40,,,,0.00,,,0.01,0.01,0.01,
41,20,Miyan taushe,820.46  25.83,0.00,22.08 ,68.37  25.83,0.29 ,0.40 ,0.95 ,1.280.09
42,,,,0.00,0.31,,0.01,0.01,0.02,
