,0,1,2,3,4,5
0,Species,Habitat,Moisture,Crude Protein,Crude Fat,Ash
1,Ailia coila,Freshwater,82.80.2,12.9  0.5,1.80.0,2.00.0
2,Amblypharyngodon mola,Freshwater,76.21.1,16.3  0.8,4.3 0.0,4.00.9
3,Anabas testudineus,Freshwater,68.0  0.7,16.9 0.5,6.9  0.6,5.30.2
4,Catla catla,Freshwater,76.2  0.3,16.20.5,2.8  0.3,2.50.1
5,Cirrhinus mrigala,Freshwater,75.3  0.6,15.50.5,2.8  0.3,2.5  0.1
6,Chitala chitala,Freshwater,74.2  1.2,22.2  0.7,4.0  0.7,1.7 0.1
7,Clarius batrachus,Freshwater,75.9  0.7,16.4  0.3,3.7  0.4,2.3 0.0
8,Crassostrea madrasensis,Marine,80.10.7,16.80.1,2.7  0.2,1.30.1
9,Cyprinus carpio,Coldwater,77.2  0.3,17.9  0.8,3.00.0,1.30.1
10,Epinephelus spp.,Marine,78.5  1.5,18.1  1.1,0.9  0.5,1.5  0.5
11,Etroplus suratensis,Brackishwater,74.2  0.5,20.4  0.8,4.7  0.8,1.4 0.1
12,Euthynnus affinis,Marine,75.7  0.1,20.9  0.1,1.9  0.0,1.50.0
13,Fenneropenaeus indicus,Brackishwater,82.2  0.9,16.4  0.3,0.7  0.4,1.40.1
14,Gudusia chapra,Freshwater,76.7  0.3,14.1  0.1,5.7  0.0,2.9  0.0
15,Harpadon nehereus,Marine,87.5  2.0,8.2  0.9,2.2  0.2,1.1  0.2
16,Heteropneustes fossilis,Freshwater,76.7  1.1,16.3  0.4,2.7  0.5,2.6  0.1
17,Johnius coitor,Freshwater,78.8 1.9,20.6  1.9,0.6  0.2,1.00.0
18,Katsuwonus pelamis,Marine,70.67.4,22.4  2.9,1.2  1.1,1.9 0.8
19,Labeo rohita,Freshwater,75.6  0.5,15.9  0.4,2.7  0.2,2.6  0.2
20,Lates calcarifer,Brackishwater,72.8  0.6,21.1  0.9,2.60.5,1.60.1
21,Leiognathus splendens,Marine,74.7  3.7,17.2  1.6,3.8  3.7,3.10.7
22,Liza parsia,Freshwater,76.4  0.4,22.3  0.8,0.9  0.0,1.60.0
23,Macrobrachium rosenbergii,Marine,73.5  0.6,16.90.4,4.4  0.2,4.9  0.2
24,Mugil cephalus,Brackishwater,75.60.6,20.00.9,3.3  0.7,1.30.1
25,Nemipterus japonicus,Marine,78.50.1,15.40.2,5.10.0,1.00.0
26,Neolissochilus hexagonolepis,Coldwater,75.30.1,18.2  0.3,3.3  0.1,1.40.0
27,Notopterus notopterus,Freshwater,74.2  1.2,22.2  0.7,4.0  0.7,1.70.1
28,Oncorhynchus mykiss,Coldwater,74.7  0.3,17.9  0.0,3.8  0.1,1.80.0
29,Pampus argentius,Freshwater,76.2  0.7,19.6  0.6,4.0  0.6,0.9  0.2
30,Penaeus monodon,Brackishwater,76.3 0.5,19.4  0.2,0.7  0.2,3.10.1
31,Perna viridis,Marine,83.50.5,11.00.1,1.7  0.0,1.40.0
32,Puntius sophore,Freshwater,75.71.9,16.3 0.9,4.90.5,3.40.1
33,Rastrelliger kanagurta,Marine,78.20.1,19.2  0.1,1.7  0.0,1.20.0
34,Rita rita,Freshwater,77.74.3,19.5  1.2,1.6  0.0,1.00.1
35,Sardinella longiceps,Marine,71.37.1,17.11.4,9.25.8,2.30.6
36,Schizothorax richardsonii,Coldwater,77.3  0.0,16.40.1,2.50.0,1.2 0.0
37,Sperata seenghala,Freshwater,79.4 1.2,19.0  1.3,0.8  0.4,0.9  0.2
38,Stolephorus commersonii,Marine,79.40.1,16.40.1,1.20.0,3.2  0.2
39,Stolephorus waitei,Marine,79.90.1,20.30.1,1.10.0,3.30.3
40,Tenualosa ilisha,Freshwater,66.94.2,20.72.7,10.54.6,1.10.5
41,Thunnus albacares,Marine,74.10.1,23.9 0.1,0.60.0,1.40.0
42,Tor putitora,Coldwater,74.90.1,17.9 0.5,4.3  0.1,1.50.1
43,Trichiurus lepturus,Marine,75.53.6,17.91.5,3.4  4.1,1.60.4
44,Xenentodon cancila,Freshwater,78.2  0.7,15.7 0.3,0.7  0.0,3.60.1
