,0,1,2
0,Component Identifier,Component Name,Units
1,Energy,,kj/100g
2,ENERC,"Energy,total metabolisable(kJ",kj/100g
3,ENERC_FSANZ1,"Energy, total metabolisable, carbohydrate by difference, FSANZ (kJ)",kj/100g
4,ENERC_FSANZ1_KCAL,"Energy, total metabolisable, carbohydrate by difference, FSANZ (kcal)",kJ/100g
5,ENERC_FSANZ2,"Energy, total metabolisable, available carbohydrate, FSANZ (kJ)",kJ/100g
6,ENERC_FSANZ2_KCAL,"Energy, total metabolisable, available carbohydrate, FSANZ (kcal)",kcal/100 g
7,ENERC_KCAL,"Energy, total metabolisable (kcal)",kcal/100 g
8,ENERC1,"Energy, total metabolisable (kJ, including dietary fibre)",kcal/100 g
9,ENERC1_KCAL,"Energy, total metabolisable (kcal, including dietary fibre)",kcal/100 g
10,Macronutrients (include proximate),,
11,WATER,Water,g/100g
12,FAT,"Fat,total",g/100 g
13,PROT,"Protein, total; calculated from total nitrogen",g/100 g
14,FRUS,Fructose,g/100g
15,GLUS,Glucose,g/100 g
16,LACS,Lactose,g/100 g
17,MALS,Maltose,g/100 g
18,SUCS,Sucrose,g/100 g
19,SUGAR,"Sugars, total",g/100 g
20,STARCH,"Starch, total",g/100 g
21,FIBINS,"Fibre, water-insoluble",g/100 g
22,FIBSOL,"Fibre, water-soluble",g/100 g
23,FIBTG,"Fibre, total dietary",g/100 g
24,CHOAVL,Available carbohydrates by weight,g/100 g
25,CHOAVL_FSANZ,"Available carbohydrate,FSANZ",g/100 g
26,CHOAVLDF,Available carbohydrate by difference,g/100 g
27,CHOAVLDF_FSANZ,"Carbohydrate by difference,FSANZ",g/100g
28,CHOAVLM,Available carbohydrates in monosaccharide equivalent,g/100 g
29,CHOCDF,Total carbohydrate by difference,g/100 g
30,CHOCSM,Total carbohydrates by summation,g/100 g
31,ASH,Ash,g/100 g
32,ALC,Alcohol,g/100g
33,Vitamins,,
34,VITA,"Vitamin A, retinol equivalents",g/100 g
35,CARTA,Alpha-carotene,g/100 g
36,CARTBEQ,Beta-carotene,g/100 g
37,RETOL,Beta-carotene equivalents,g/100 g
38,RETOL,Retinol,g/100 g
39,THIA,Thiamin,mg/100 g
40,RIBF,Riboflavin,mg/100 g
41,NIA,"Niacin, preformed",mg/100g
42,NIAEQ,"Niacin equivalents, total",mg/100g
43,NIATRP,Niacin equivalents from tryptophan,mg/100 g
44,VITB6A,Vitamin B6,g/100 g
45,FOL,"Folate,total",g/100 g
46,FOLAC,"Folic acid, synthetic folic acid",g/100 g
47,FOLDFE,Dietary folate equivalents,g/100 g
48,FOLFD,"Folate food, naturally occurring food folates",g/100 g
49,VITB12,Vitamin B12,g/100g
50,VITC,Vitamin C,mg/100 g
51,VITD,Vitamin D; calculated by summation,g/100 g
52,TOCPHA,Alpha-tocopherol,mg/100g
53,TOCPHB,Beta-tocopherol,mg/100 g
54,TOCPHD,Delta-tocopherol,mg/100 g
55,TOCPHG,Gamma-tocopherol,mg/100 g
56,VITE,"Vitamin E, alpha-tocopherol equivalents",mg/100 g
57,Minerals &elements,,
58,CA,Calcium,mg/100 g
59,CU,Copper,mg/100g
60,FE,Iron,mg/100g
61,ID,lodide,mg/100g
62,K,Potassium,mg/100g
63,MG,Magnesium,mg/100 g
64,MN,Manganese,g/100 g
65,NA,Sodium,mg/100g
66,P,Phosphorus,mg/100 g
67,SE,Selenium,g/100 g
68,NA,Sodium,mg/100 g
69,ZN,Zinc,mg/100 g
70,Macronutrient fractions,,
71,F18D2CN6,"Fatty acid cis,cis 18:2 omega-6",g/100g
72,F18D2CN9T11,Fattv a,g100.g
