,0,1,2,3,4,5,6,7,8,9,10,11
0,,,Flour,,,,,,Flour aqueous extract,,,
1,,,Level,,,,,Level,,,,Recovery
2,Wheat,,Proteins (%,Lipids (%,Proteins (%,AX (%,Ash (%,Free glucose,Oligomer/Polymer,Fructan (%,dm (%),Proteins (%
3,sample,,dm),dm),dm),dm),dm),(% dm),glucose (% dm),dm),,dm)
4,Akteur,0,7.30  0.2,2.0  0.1,38.8  0.6,7.6 ,5.4 ,1.7  0.1 (A),22.6  0.4 (A),12.6  1.4,5.2 ,27.3  0.4
5,,,(A),(A,(A,0.1 (A),0.5A,,,(AB),0.3 (A),(A
6,,150,13.1  0.1,1.9  0.2,39.1  2.6,5.9 ,4.5 ,1.3  0.1 (B),25.9  0.7 (B),13.6  1.1,5.9 ,17.6  1.2
7,,,(B),(AB),(A,0.2 (B),0.3 (B),,,(A,0.6 (B),(B)
8,,300,13.2  0.1,1.6  0.2,42.5  1.0,5.4 ,5.4 ,1.4  0.1 (C),25.7  0.3 (B),11.5 0.5,6.4 ,20.6  0.5
9,,,(B),B,(A),0.3 (B,0.3 (A),,,(B),0.4 (B),(C)
10,Apache,0,6.51  0.1,2.5  0.1,26.8  0.9,7.4 ,4.8 ,1.7  0.1 (a),33.3  0.8 (a),12.8  1.5,6.5 ,26.8  0.9
11,,,(a),(a),(a),0.2 (a),0.4 (a),,,(a),0.3 (a),(a)
12,,150,11.5  0.4,2.1  0.2,41.8  1.1,6.7 ,5.2 ,1.3  0.1 (c),26.5  1.1 (b),11.9  0.7,6.0 ,21.8  0.6
13,,,(b),(ab),(b),0.2 (b),0.7 (a),,,(a),0.1 (a),(c)
14,,300,11.1 0.1,1.9  0.2,41.1  0.9,6.4 ,4.7 ,1.4  0.1 (b),24.9  0.4 (b),12.0  0.9,6.5 ,24.2  0.5
15,,,(b),(b),(b),0.1 (b),0.1 a,,,(a),0.6 (a,(b)
