,0,1,2,3,4,5,6,7,8
0,Botanic family,Common,Mean  SD,Median [IQR],Range,FoodEx2,No.of,No.of,No. of country of
1,,vegetable name,,,,code,samples a,references b,sampling
2,Leaf vegetables,,,,,,,,
3,Aizoaceae,New Zealand,1166.23  369.06,1116.50 [1033.50-1419.25],608.40-1630.00,AOOMK,37,4,1
4,,spinach,,,,,,,
5,Amaranthaceae,Chinese spinach,3082.001299.572714.00[2000.00-4125.00],3082.001299.572714.00[2000.00-4125.00],1810.00-4800.00,AODKE,47,5,3
6,Amaranthaceae,Amaranth,1677.331232.681501.20 [1221.55-1741.97],1677.331232.681501.20 [1221.55-1741.97],114.00-4339.56,AOOML,40,6,5
7,Asteraceae,"Lettuce,",2860.031018.893000.00 [2194.75-3600.00],2860.031018.893000.00 [2194.75-3600.00],5.16-5000.00,AOOKY,5096,23,16
8,,butterhead,,,,,,,
9,,Lettuce,2163.15 1246.10,2085.75 (1098.20-3141.20),0.10-7422.00,AOOKX,"33,908",110,44
10,,Loose leaf lettuce,2031.27 944.19,1972.50 [1320.00-2622.50],3.00-6750.00,AODKM,1503,17,16
11,,Indian lettuce,1819.92  974.32,1350.00 [1300.00-1869.92],1300.00-3279.70,n.a.,34,3,2
12,,"Lettuce,romaine",1167.28  666.01,1078.00 [838.00-1361.00],105.00-3585.50,AOOLC,975,21,14
13,,Endive,1068.14  668.03,918.10 [605.88-1399.83],35.00-2660.00,AOOLE,1519,28,17
14,,Lettuceiceberg,975.17648.59,918.00 [658.50-1113.25],40.00-1465.00,AOOKZ,6714,39,24
15,,Belgian endive,468.38  549.72,255.89 [91.53-631.55],8.50-2529.00,AOONE,1110,6,5
16,,Radicchio,451.25  638.43,254.00 [46.00-616.75],8.78-2396.40,AOOLG,88,,5
17,Basellaceae,Malabar spinach,1034.20  254.33,1100.00 [990.00-1100.00],641.00-1340.00,AOOMM,23,5,4
18,Brassicaceae,Arugula,4202.26  1997.26,4506.10 [2910.00-5687.90],17.82-10799.20,AOOLN,4502,29,18
19,,Chinese flat,4517.85  1670.65,4240.00 [3621.77-5275.00],3003.54-6310.00,AODLF,12,3,3
20,,cabbage,,,,,,,
21,,Chinese white,2680.20  1501.312975.30 [1517.85-4009.53],2680.20  1501.312975.30 [1517.85-4009.53],85.50-4700.00,AO0GJ,141,11,8
22,,cabbage,,,,,,,
23,,Mustard,2948.052179.27,2761.40 [1636.43-4405.45],46.30-5904.30,AOOLZ,7,3,3
24,,Choy sum,2138.16  1427.69,2250.00 [1050.75-2803.75],148.00-4505.30,AO0GK,78,5,4
25,,Mizuna,1843.561127.55,1920.95 [899.58-2627.15],50.00-3500.00,AOOLS,84,6,5
26,,Mustard greens,1741.84 1096.34,1455.75 [709.65-2649.00],573.00-3787.00,AOOGH,141,11,9
27,,Watercress,2151.55 1522.66,1449.24 [1261.75-3595.92],1.45-6036.63,AOOND,227,18,13
28,,Chinese cabbage,1363.22  1164.70,1039.50 (867.55-1301.80),335.00-7218.35,A00GG,1308,33,20
29,,Kale,1191.971055.40,897.78 [390.75-1703.25],10.00-5758.40,AOOGL,666,23,16
30,,"Cabbage,savoy",602.74  432.76,549.15 [300.00-852.82],25.00-1600.00,AO0GB,513,10,10
31,,Cabbage,986.94  1312.60,488.00 (215.00-992.00),1.90-5370.00,,3373,71,37
32,,"Cabbage,white",417.43  377.12,355.43 [209.86-450.07],43.00-1958.06,A0OGC,335,17,15
33,,"Cabbage, red",364.00  266.49,337.78 [158.00434.30],26.23-978.90,AOOGA,266,14,10
34,,Brussels sprouts,152.23  366.78,24.10 [20.00-42.16],6.90-1400.00,A0OFV,356,14,9
35,Chenopodiaceae,Sea beet,1817.21 1011.67,2183.00 [1428.26-2389.05],673.52-2595.10,n.a.,8,3,2
36,,Spinach,1807.57  1105.27,1757.00 [1000.80-2489.00],0.48-9379.00,AOOMJ,"21,051",115,43
37,,Swiss chard,1691.74  1116.02,1690.00 [741.95-2407.50],11.10-4809.30,AODJR,1801,.23,17
38,,Spinachbaby leaf,1417.64846.89,1386.65 [799.85-1825.00],50.00-3478.10,AODKK,66,3,3
39,,"Beet,leaves",1395.491555.53,733.00 [468.00-1494.16],372.00-4407.42,AODJS,425,5,5
40,Convolvulaceae,Water spinach,1134.22  724.40,1006.20 [870.00-1200.00],34.00-3180.00,AOONA,226,10,6
41,,"Sweet potato,vine",689.64  129.90,663.10 [649.40-690.70],545.00-900.00,AOONX,18,3,3
42,Malvaceae,Roselle,380.32  610.83,119.00 [1.95-497.38],1.80-1281.50,AOOMF,19,3,2
