,0,1,2,3,4,5,6,7
0,Preparations,Physical chemical composition (g/100 g,Physical chemical composition (g/100 g,Physical chemical composition (g/100 g,,Caloric value,,
1,,Moisture**,Ashes**,Lipids**,Proteins**,TDFa,Carbohydrates**,kcal/100 g*
2,Wild chicory*,80.631.62,1.450.15,9.501.11,1.660.07,6.710.01,0.00,931
3,Milled rice*,60.980.35,0.780.14,3.99 0.01,3.170.01,1.210.13,29.870.21,1681
4,French fries,51.330.27,1.190.04,13.770.17,3.780.05,4.020.21,25.910.19,2432
5,Beans******,73.410.01,1.370.06,2.500.11,5.580.03,6.87  0.24,10.270.21,860
6,Feijoada(meat stew w/black beans),65.600.05,2.540.01,3.220.05,15.550.50,5.240.10,7.850.47,123 0
7,Orange melon,94.700.04,0.500.01,0.240.06,0.670.09,2.67 0.02,1.220.07,100
8,Broccoli salad*,90.040.20,0.750.12,1.090.08,4.28 0.26,3.590.12,0.250.03,28  1
9,Fruit salad****,89.940.01,0.450.01,0.200.01,0.59  0.01,5.95  0.17,2.87  0.01,160
10,Cucumber salad*******,92.050.03,1.39+0.04,2.190.11,1.390.04,1.900.01,1.080.06,301
11,Tomato salad*****,95.080.09,0.380.01,0.680.02,0.960.07,2.230.01,0.67  0.18,130
12,Bean puree w/manioc flour******,68.70+0.04,1.500.02,3.170.33,4.48  0.03,5.650.03,16.500.24,1122
13,"*Cooked; **n = 2; ***n = 3; ****papaya, melon and stewed peaches; *****whole; ********carioca""; ******with skin.","*Cooked; **n = 2; ***n = 3; ****papaya, melon and stewed peaches; *****whole; ********carioca""; ******with skin.",,,,,,
