,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,Allergen Content (g/g),Allergen Content (g/g),,,,,,,,,,
1,,Egg,,Cow's Milk,,Peanut,,,Hazelnut,Walnut,Cashew,Soy,Shrimp
2,,Gal d1,Gal d 2,Bos d 5,Bos,Ara h 1,Ara h 3,Ara h 6,Cor a 9,Jugr1,Ana o 3,Gly m 5,STM
3,,,,,d 11,,,,,,,,
4,iFAAM Chocolate Dessert (100 ppm),8.5,15,1.2,1.1,0.5,2.0,0.3,25,3.0,0.01,<0.01,<0.001
5,iFAAM Chocolate Dessert (0 ppm),<0.01,<0.001,0.2,0.1,<0.005,<0.002,<0.0002,<0.001,<0.0004,<0.0004,<0.01,<0.001
6,iFAAM Analytical Biscuit (5000,4.6,51,0.3,520,55,142,16,1997,194,0.02,0.2,<0.001
7,ppm),,,,,,,,,,,,
8,iFAAM Analytical Biscuit (0 ppm),<0.01,<0.001,<0.001,<0.02,<0.005,0.004,<0.0002,<0.001,<0.0004,<0.0004,<0.01,<0.001
9,iFAAM Chocolate Bar (100 ppm),9.4,15,1.3,0.5,0.8,3.0,0.3,25,2.1,0.004,<0.01,<0.001
10,iFAAM Chocolate Bar (30 ppm),1.7,4.3,0.7,0.2,0.3,0.9,0.08,6.2,0.5,<0.0004,<0.01,<0.001
11,iFAAM Chocolate Bar (10 ppm),0.5,1.8,0.5,0.1,0.1,0.4,0.03,2.8,0.2,<0.0004,<0.01,<0.001
12,iFAAM Chocolate Bar (3 ppm),0.1,0.6,0.3,0.1,0.04,0.1,0.01,0.4,0.03,<0.0004,<0.01,<0.001
13,iFAAM Chocolate Bar (0 ppm),<0.01,<0.001,0.2,0.04,0.01,0.02,<0.0002,0.1,<0.0004,<0.0004,<0.01,<0.001
14,LGC Chocolate Dessert Paste,<0.01,<0.001,<0.001,<0.01,-,-,,<0.001,<0.001,,,
15,(LGC 7461),,,,,,,,,,,,
16,LGC Chocolate Dessert Paste,,,,,<0.005,<0.002,<0.0002,,,,,
17,(LGCQC1011,,,,,,,,,,,,
