,0,1,2,3,4,5,6,7,8
0,Name,Moisture (g/,Carbohydrate (g/,Protein (g/,Fat (g/,Crude fiber,Ash (g/,Energy,Reference
1,,100 g),100 g),100g,100 g),(g/100 g),100 g),(Kcal/100 g),
2,Taro leaves (Colocasia,83.61,3.69,3.42,1.38,n.d.,2.3,43.5,Longvah et al.2017a
3,esculenta),,,,,,,,
4,,82.7,6.8,3.9,1.5,2.9,2.2,56,"Gopalan, Sastri and"
5,,,,,,,,,Balasubramanian (2004
6,,90.6a,52.4,30.7,7.1,n.d.,9.8,396.3,Ejoh et al. (1996)b
7,,92.4a,n.d.,6.75,3.73,6.32,13.50,n.d.,"Singh et al., 2011b"
8,,85.66,6.7,4.98,0.74,,1.92,42,USDA(2021)
9,Amaranth leaves,85.7,6.1,4.0,0.5,1.0,2.7,45,"Gopalan, Sastri and"
10,(Amaranthus gangeticus),,,,,,,,Balasubramanian (2004)a
11,Bathua leaves (Chenopodium,89.6,2.9,3.7,0.4,0.8,2.6,30,"Gopalan, Sastri and"
12,album),,,,,,,,Balasubramanian (2004)
13,Fenugreek leaves (Trigonella,86.1,6.0,4.4,0.9,1.1,1.5,49,"Gopalan, Sastri and"
14,foenum-graecum),,,,,,,,Balasubramanian (2004)a
15,Mustard leaves (Brassica,89.8,3.2,4.0,0.6,0.8,1.6,34,"Gopalan, Sastri and"
16,juncea),,,,,,,,Balasubramanian (2004)a
17,Spinach leaves (Spinacia,92.1,2.9,2.0,0.7,0.6,1.7,26,"Gopalan, Sastri and"
18,oleracea),,,,,,,,Balasubramanian (2004a
