,0,1,2,3,4,5,6
0,Palmaria palmata,Extraction method,Extraction method,,,,
1,Fatty acids,,Direct transmethylation,Chloroform/methanol,Ethanol,Hexane,Ethanol/hexane
2,[% of total fatty acids],,,,,,
3,12:0,,0.42  0.05,0.22  0.04,0.69  0.12,1.38  0.07,0.90  0.40
4,14:0,,7.79  0.34,9.67  0.20,8.72  0.26,8.24  0.29,5.46  1.39
5,16:0,23.71  0.83,23.71  0.83,34.45  0.43,32.49  0.88,35.93  0.41,42.32  1.05
6,18:0,,0.64  0.56,2.02  0.09,1.81  0.35,5.60  0.73,7.34  1.11
7,Sum SFA,32.56  1.67,32.56  1.67,46.36  0.29,43.70  0.70,51.160.67,56.02  2.28
8,16:1,,0.92  0.27,1.65  0.95,1.60  0.25,2.64  0.26,3.02  0.99
9,18:1,,2.76  0.41,3.73  0.06,4.35  0.18,5.10  0.14,4.84  0.66
10,Sum MUFA,,3.68  0.43,5.38  1.01,5.95  0.10,7.74  0.14,7.86  0.56
11,18:2 n-6,,1.89  0.19,1.59  0.02,1.72  0.12,2.79  0.62,2.36  0.92
12,18:3n-6,,2.35  0.17,2.15  0.04,2.61  0.12,2.55  0.22,3.02  0.22
13,18:4n-3,,3.31  0.97,3.04  0.07,4.02  0.17,2.29  0.25,3.07  1.28
14,20:2 n-3,1.47  0.48,1.47  0.48,n.d.,0.83  0.72,n.d.,n.d.
15,20:3 n-6,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
16,20:4 n-6,2.26  0.65,2.26  0.65,1.17  0.07,1.58  0.18,2.02  0.78,2.53  1.20
17,20:4 n-3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
18,20:5 n-3,51.18  2.10,51.18  2.10,37.71  1.52,36.42  0.81,30.15  0.55,16.36  0.86
19,22:6 n-3,n.d.,n.d.,0.73  0.11,0.73  0.63,1.05  0.69,n.d.
20,Sum PUFA,62.47  1.96,62.47  1.96,46.39  1.33,47.91  0.88,40.85  0.69,27.342.60
21,Sum n-3,54.49  3.04,54.49  3.04,41.48  1.34,41.17  0.65,33.49  0.87,19.43  2.14
22,Sum n-6,,7.971.16,4.90  0.01,6.74  0.55,7.36  0.41,7.91  0.50
23,Ratio n-3/n-6,,6.98  1.47,8.46  0.30,6.13  0.53,4.56  0.33,2.45  0.15
24,Other,,1.30  0.18,1.87  0.23,2.44  0.13,0.25  0.43,8.77  0.21
25,Total FA in % of DW,,1.77  0.03,0.99  0.04,0.46  0.05,0.16  0.01,0.10 0.01
26,Yield of FA in % of direct transmeth,-,,56.32  2.99,25.8  3.38,9.26  0.54,5.66  0.44
27,Crude lipid extract in % of DW,-,,4.64  0.16,2.45  0.40,2.19  0.18,2.08  0.28
28,% of FA in crude lipid extract,-,,21.44  0.69,18.71  2.13,7.50  0.48,4.86  0.78
