,0,1,2,3,4,5,6,7,8
0,Brands,"Cocinero""","Natura""",Legitimo',Canuelas',Vicentin,Mean**,SD**,CV %)
1,n,8,4,4,3,2,21,,
2,C 16:0,6.06,5.92,6.37,6.13,5.68,6.07,0.20,3.25
3,C 18:0,3.52,3.53,3.37,3.15,3.41,3.43,0.14,4.17
4,C 20:0,0.26,0.26,0.25,0.23,0.25,0.25,0.01,4.54
5,C 22:0,0.68,0.73,0.67,0.68,0.72,0.69,0.04,5.51
6,C 18:1,29.2,30.2,27.5,27.4,36.0,29.5,2.46,8.36
7,C20:1,0.24,0.23,0.23,0.25,0.27,0.24,0.03,12.8
8,C 18:2,60.1,59.1,61.6,62.2,53.7,59.9,3.4,5.7
9,SAFA,10.72,10.44,10.66,10.19,10.06,10.37,0.24,2.36
10,MUFA,29.44,30.52,27.73,27.65,36.27,30.30,3.52,11.62
11,PUFA,60.10,59.10,61.60,62.20,53.70,59.33,3.37,5.69
