,0,1,2,3,4,5,6,7
0,Preparations,Physical chemical composition (g/100 g),Physical chemical composition (g/100 g),Physical chemical composition (g/100 g),,Caloric value,,
1,,Moisture**,Ashes**,Lipids**,Proteins**,TDFa,Carbohydrates**,kcal/100 g**
2,Rice w/vegetables,67.200.12,0.960.13,1.21 0.08,2.86 0.05,1.860.14,25.910.05,1260
3,Rice w/broccoli*,61.010.21,1.670.01,3.360.01,3.030.03,2.140.10,28.790.17,1571
4,Rice w/mushrooms****,58.88  0.23,1.50+0.06,4.060.03,4.24+0.11,1.170.11,30.150.04,1741
5,Milled rice*,54.390.12,1.960.08,1.440.11,3.320.13,1.140.15,37.750.45,1770
6,Baked bananas,61.970.46,0.870.01,2.01 0.01,2.670.01,10.69  0.88,21.79048,1162
7,"""Cariocabeans*",75.370.01,1.490.06,0.660.06,5.300.18,7.240.04,9.940.16,670
8,Feijoada(meat stew w/black beans),72.410.01,2.22 0.07,5.58  0.23,10.04+0.90,6.260.10,3.49 0.76,1040
9,Kiwi *****,85.550.11,0.750.01,0.910.06,0.960.30,2.44  0.25,9.39 0.12,500
10,Strawberry,89.74 0.01,0.45 0.01,0.120.01,0.91  0.04,0.560.11,7.22  0.06,340
11,Chicken/heart-of-palm pancake,69.380.20,1.590.05,5.71  0.24,1.480.15,3.22  0.02,18.62 0.34,1320
12,,86.78  0.01,1.830.01,4.83+0.10,1.250.01,5.310.01,0.00,48 1
13,Chickpeas*,61.770.36,1.28 0.01,3.170.08,8.800.08,7.110.15,17.870.52,1351
14,Radish******,94.33+0.01,0.470.01,0.38+0.01,0.600.01,1.020.01,3.200.03,190
15,String beans/carrots*******,93.510.24,0.440.01,0.770.08,1.26+0.17,2.53  0.58,1.490.49,180
16,Strawberry pie,56.98  0.54,0.65+0.04,12.87  0.25,4.76  0.03,2.750.31,21.99  0.30,223  4
