,0,1,2,3
0,Plant of,Targeted Micro-,Mechanism of action,References
1,spice,organism,,
2,Cinnamon,Staphylococcus,Disruption of cell,(Clemente et al.
3,,aureus,membranes.,2016;Vasconcelos
4,,Escherichia coli,,"et al.,2018;Zhang"
5,,,,"et al.,2016"
6,Mustard,Pathogenic bacteria,induces cell cycle,(Clemente et al.
7,,,arrest,2016)
8,Thyme,Pathogenic Gram-,Destruction of cell,"Miladi et al.,2017"
9,,negative and gram-,outer membrane,
10,,positive bacteria,,
11,Oregano,Bacteria,increased,"(Benchaar,2020"
12,,,permeability and,
13,,,leakage of,
14,,,intercellular material,
15,Clove,Bacteria,Disruption of cell,(Miladi et al.2017
16,,,membranes,
17,Cinnamon,Aspergillus niger,Apoptosis,"Qu et al.,2019"
18,Star anise,Penicillium expansum,Damage to Plasma,(da Rocha Neto
19,,,membrane integrity,"et al.,2019"
20,Garlic,Staphylococcus,Destruction of cell,(Zhang&Wang
21,,aureus,membrane and,2019)
22,,,leakage of,
23,,,intracellular,
24,,,substances,
