,0,1
0,"rero,J.J.,Fonolla,J.,Marti,J.L.,Jimenez,J.,Boza,J.J.,& Lopez,H.E.2007","factors: implications for novel high-oleic soybean oils. Advances in Nutrition, 6"
1,"Intake of fish oil, oleic acid, folic acid, and vitamins B-6 and E for 1 year decreases",674-693.
2,plasma c-reactive protein and reduces coronary heart disease risk factors in male,"Ikhuoria, E. U., & Maliki, M. (2007). Characterization of avocado pear (Persea americo"
3,"patients in a cardiac rehabilitation program. Journal of Nutrition, 137(2), 384-390.","and African pear (Dacryodes edulis) extracts. African Journal of Biotechnology, 6"
4,"en, Z. H., Gong, X., Liu, Y. Y., Zhou, W., Wei, X.Y., Li, J. H.,&Lin, M. (2018). Review",950-952
5,of biological characteristics and research progress of Annona squamosa. Farm,"Jakab, A., Jablonkai, I., & Forgacs, E. (2003. Quantification of the ratio of position"
6,"Products Processing,154),85-88.",isomer dilinoleoyl-oleoyl glycerols in vegetable oils. Rapid Communications in M
7,"naway, C. C., Yang, Y. M., & Chung, F. L. (2002). Isothiocyanates as cancer","Spectrometry:RCM,17(20),2295-2302"
8,chemopreventive agents: Their biological activities and metabolism in rodents and,"Jakobsen, M. U., O'Reilly, E. J., Heitmann, B. L., Pereira, M. A., & Ascherio, A. (20"
9,,Major types of dietary fat and risk of coronary heart disease: A pooled analysis o
10,"rbett, P. (2003). It's time for an oil change! Opportunities for high-oleic vegetable oils.","cohort studies. American Journal of Clinical Nutrition, 89(5), 1425-1432."
11,"Information,141,480-481","Jeyakumar, N., & Narayanasamy, B. (2020). Effect of natural antioxidants on oxida"
12,"emoux,P., This, P., Leclercq, G., & Jacquot,Y. (2010). Controversies concerning the",stability of jackfruit seed oil (Artocarpus heterophyllus) biodiesel. Energy Sources 
13,use of phytoestrogens in menopause management: Bioavailability and metabolism.,"A Recovery Utilization and Environmental Effects, 1(2), 1-17."
14,"Maturitas,65(4),334-339.","Jiao,J.,Li,Z.G.,Gai,Q.Y.,Li,X.J.,Wei,F.Y.,Fu,Y.J.,& Ma, W.2014. Microw"
15,"ews, D. E. (2007). Senescence, aging, and disease. Journal of Physiological Anthropology,",assisted aqueous enzymatic extraction of oil from pumpkin seeds and evaluatio
16,"26(3,365-372","its physicochemical properties, fatty acid compositions and antioxidant activiti"
17,"bas,D.,Shegog,R.M.,Ziegler,G.R.,& Lambert,J.D.2013.Avocado Persea","Food Chemistry, 147(15), 17-24."
