,0,1,2,3,4
0,,Baseline,C15,H15,P15
1,C14:0,13.19b,10.79,11.110.36,10.96a 0.32
2,,0.22,0.45,,
3,C14:1,0.090.01,0.180.07,0.180.06,0.180.06
4,C15:0,0.84b0.01,0.600.06,0.650.05,0.650.05
5,C16:0,19.13,18.22a,18.09a0.28,18.43ab
6,,0.18,0.29,,0.09
7,C16:1,5.360.16,5.77  0.27,5.73a0.17,5.620.17
8,C17:0,0.470.02,0.420.01,0.400.02,0.470.02
9,C17:1,0.150.01,0.140.01,0.140.01,0.150.01
10,C18:0,2.980.05,3.02a  0.12,2.980.11,3.040.05
11,C18:1-9,11.04,13.47,12.63a1.15,13.80a0.69
12,,0.44,1.33,,
13,C18-1n-7,2.22a 0.08,2.73b  0.13,2.63ab  0.13,2.72b  0.08
14,C18:2 cis,2.46b0.03,2.31 0.05,2.32ab  0.05,2.25a 0.03
15,C18:3n-6,0.130.00,0.140.01,0.150.01,0.14a  0.00
16,C18:3n-3,1.84a0.04,1.870.10,1.880.10,1.860.09
17,C20:0,0.200.01,0.19a 0.00,0.20a 0.00,0.180.01
18,C20:1 11-cis,14.41,12.49a,13.01ab,12.180.40
19,,0.33,0.53,0.54,
20,C20:2 11.14-,0.410.01,0.38ab,0.37ab  0.03,0.36a0.03
21,cis,,0.01,,
22,C20:4,0.60a 0.01,0.65b  0.01,0.67b  0.01,0.65b 0.01
23,C22:1,2.17b  0.04,1.86ab,1.21a  0.26,1.76ab  0.22
24,,,0.12,,
25,C20:5,7.440.07,8.82b 0.29,9.03b  0.22,8.62b0.11
26,C24:1,1.500.04,1.26a  0.03,1.33ab  0.06,1.29a  0.09
27,C22:5,1.160.03,1.42b 0.03,1.410.02,1.41b0.03
28,SFA,36.80b ,33.23a ,33.58a ,33.63a 
29,,0.29,0.35,0.41,0.34
30,MUFA,36.95,37.92a,36.70a ,37.63a
31,,0.33,0.62,0.46,0.34
32,PUFA,26.25,28.83b,29.71b,28.71b
33,,0.49,0.75,0.53,0.14
34,n6,3.20 0.03,3.11a0.07,3.15a 0.07,3.03a0.04
35,n3,22.64a ,25.34b ,26.17b ,25.35b
36,,0.48,0.68,0.46,0.12
37,n3/n6,7.080.14,8.160.09,8.320.06,8.380.11
38,n6/n3,0.140.00,0.120.00,0.120.00,0.120.00
39,AI [%],1.15b0.02,0.93a0.03,0.95a0.03,0.94a0.02
40,TI [%],0.92b0.01,0.78a0.01,0.78a0.01,0.78a0.01
