,0,1,2,3
0,"Parameters studied for Quince Jam (modified from Sharma et al.,2011",,,
1,Chemical Parameters,Chemical Parameters,Titratable acidity (%MA),0.72
2,Ascorbic acid (mg/100 g,,Ascorbic acid (mg/100 g,11.2
3,Total sugars (%),,Total sugars (%),46.1
4,Reducing sugars (%),,Reducing sugars (%),28.2
5,Pectin(%),,Pectin(%),1.2
6,Ash (%),,Ash (%),2.8
7,Total soluble solidsB,,Total soluble solidsB,70
8,Organoleptic Parameters (9-point hedonic,Organoleptic Parameters (9-point hedonic,color,7.4
9,,scale),flavor,7
10,,,Body,7.2
11,,,Taste,"6,86"
12,Overall acceptability,,Overall acceptability,7
