,0,1,2,3,4
0,Commercial name,Yield,Dry matter,L*,Chroma
1,,kg fw m-2,(%),,
2,Coriander,3.300.07bcd,6.000.14 a,32.92  1.55 fg,25.711.24 cd
3,Cress,2.75  0.23 d,5.620.57 ab,35.950.58de,28.180.58 bc
4,Green basil,1.62  0.12 e,5.260.26 bc,39.120.81 bc,29.38  0.72 b
5,Jute,1.25 0.07e,5.160.02bcd,41.580.37ab,29.110.68 b
6,Kohlrabi,3.450.05bcd,5.420.12b,38.072.31cd,27.292.29bc
7,Komatsuna,3.650.11bc,4.56 0.20 e,28.492.14h,14.16 2.21 f
8,Mibuna,3.710.10 bc,4.880.03 cde,35.170.77 ef,28.230.23bc
9,Mustard,3.010.30cd,3.890.13f,41.580.85 ab,30.100.66b
10,Pak choi,3.360.34bcd,5.630.16 ab,25.640.71i,7.06  0.68 g
11,Purple basil,3.09 0.19cd,4.740.05 de,30.72  1.87 gh,13.413.08f
12,Radish,5.97 1.27 a,6.05  0.12 a,32.23  2.20 g,17.263.07 e
13,Swiss chard,3.930.15b,4.100.06 f,42.34  1.83 a,35.511.70 a
14,Tatsoi,3.16 0.49 cd,5.330.08bc,32.42  1.55 g,24.17 1.67 d
15,Significance,***,***,***,***
