,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,L.digitata,Initial,20,20,,,4,4,,,-20,-20,,
1,FA [% of TFA],Storage [mo.],1,,3,22,1,,3,22,1,,3,22
2,12:0,tr.,tr.,tr.,tr.,tr.,tr.,tr.,tr.,tr.,tr.,tr.,tr.,tr.
3,14:0,7.920.34,,8.430.95,9.88  0.34,15.170.97,,7.130.64,8.560.81,8.210.19,,8.09+0.34,8.040.31,8.020.79
4,16:0,19.170.55,18.071.14,18.071.14,24.23  0.16,35.140.06,16.360.56,16.360.56,19.730.80,18.710.15,19.570.47,19.570.47,19.470.03,19.42+0.73
5,18:0,1.300.65,,1.690.29,1.220.07,2.52  0.32,tr.,tr.,0.990.17,1.52  0.30,,1.330.70,1.320.03,1.320.11
6,Sum SFA,28.40  1.22,28.19  1.74,28.19  1.74,35.33  0.47,52.82  0.77,23.490.89,23.490.89,29.28  0.26,28.44  0.25,28.99  0.37,28.99  0.37,28.84  0.32,28.76  0.17
7,16:1,4.58  1.40,,6.260.78,5.310.01,5.760.39,,5.181.20,4.670.06,4.520.07,,4.67  3.40,4.650.16,4.64  0.08
8,18:1,12.620.38,,13.400.33,15.27  0.12,17.430.55,13.190.64,13.190.64,12.920.69,12.590.09,12.880.91,12.880.91,12.810.30,12.780.11
9,Sum MUFA,17.191.11,19.651.04,19.651.04,20.590.11,23.190.89,18.370.72,18.370.72,17.580.63,17.110.02,17.552.83,17.552.83,17.460.21,17.42+0.18
10,18:2n-6,4.80  0.48,,4.970.31,4.98  0.07,2.95  0.09,,5.29  0.78,4.73  0.22,4.76  0.02,,4.910.56,4.88  0.07,4.870.10
11,18:3n-6,7.100.17,,6.950.18,6.890.21,3.53  0.06,,7.39  0.33,7.07  0.42,7.36 0.10,,7.25  0.23,7.210.15,7.19 0.13
12,18:4n-3,12.851.03,11.710.42,11.710.42,10.900.09,4.440.010,13.071.00,13.071.00,12.270.66,13.300.08,13.121.01,13.121.01,13.050.13,13.010.31
13,20:2n-3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
14,20:3n-6,0.660.17,,0.660.04,0.440.02,1.100.20,,0.790.13,0.830.05,0.690.02,,0.680.11,0.67 0.03,0.670.01
15,20:4 n-6,10.19 0.87,10.66  0.51,10.66  0.51,8.07  0.33,2.69 0.10,12.44  0.52,12.44  0.52,11.04  0.53,10.32 0.07,10.40 0.87,10.40 0.87,10.35  0.31,10.32  0.23
16,20:4 n-3,0.64  0.15,,0.57  0.04,0.38  0.04,0.460.08,,0.62  0.37,0.75  0.06,0.66  0.02,,0.650.06,0.65  0.02,0.650.07
17,20:5n-3,13.69  0.45,12.82  0.41,12.82  0.41,10.05  0.38,3.19  0.2,16.210.42,16.210.42,14.230.63,14.220.16,13.98 1.07,13.98 1.07,13.910.14,13.87  0.06
18,22:6n-3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
19,Sum PUFA,49.933.06,48.350.49,48.350.49,41.72 0.67,18.360.55,55.821.19,55.821.19,50.910.41,51.320.36,50.993.29,50.993.29,50.710.44,50.570.22
20,Sum n-3,27.18  1.61,25.11  0.43,25.11  0.43,21.34  0.27,8.100.21,29.91  1.64,29.91  1.64,27.24  0.21,28.19  0.27,27.75 1.85,27.75 1.85,27.60  0.04,27.53  0.41
21,Sum n-6,22.75  1.60,,23.25  0.60,20.38  0.41,10.26  0.38,25.91  0.66,25.91  0.66,23.67  0.20,23.130.12,23.23  1.44,23.23  1.44,23.11  0.45,23.050.21
22,Ratio n-3/n-6,1.200.05,,1.08 0.04,1.050.01,0.79  0.02,,1.160.09,1.150.00,1.220.01,,1.190.01,1.190.02,1.190.03
23,Other,4.48  1.42,,3.800.59,2.371.10,5.62  1.97,,2.321.41,2.22  0.51,3.140.30,,2.47  0.92,3.00 0.26,3.25  0.22
24,Total FA,1.03  0.08,,1.150.11,0.83  0.01,0.56  0.01,,1.03  0.08,0.89  0.03,0.96  0.02,,1.01  0.07,1.01  0.04,1.02  0.04
