,0,1,2,3,4,5,6
0,Individual,Extraction methods,Extraction methods,,,Fat,p-
1,fatty acids,S1,S2,S3,S4,,value
2,14:0*,0.383,0.362,0.403,0.367,0.411,0.0024
3,,"0.001a,",?,"0.024b, c",?,+,
4,,b,0.006a,,0.006a,0.001,
5,16:0,18.796,19.949,19.294,19.758,19.163,0.2488
6,,0.222,0.085,0.598,0.284,0.669,
7,NI,0.331,0.298,0.367 ,0.294,0.295,0.0542
8,,0.024,0.026,0.002,0.015, 0.029,
9,c9-16:1,4.239 ,4.339,4.833 ,4.075,4.391,0.2870
10,,0.030,0.053,0.343,0.101,0.444,
11,17:0,0.125 ,0.118,0.148,0.124,0.127,0.7566
12,,0.015,0.024,0.037,0.019,0.023,
13,18:0,5.592 ,5.151,5.533,5.624,5.486,0.5533
14,,0.054,0.300,0.124,0.058,0.411,
15,c9-18:1,34.190,32.942,33.376,33.490,33.383,0.0914
16,,0.480,0.037, 0.067,0.380,0.719,
17,c11-18:1,2.096 ,1.965,2.047,2.038,2.137,0.5872
18,,0.122,0.147,0.130,0.125,0.108,
19,"c9,c12-18:2",29.736,30.062,29.263,29.624,29.693,0.9520
20,,0.250,0.393,0.692,0.041,0.921,
21,"c6,c12,c15",0.126,0.115,0.167,0.116,0.169,0.8080
22,18:3,0.108,0.034,0.071,?,0.072,
23,,,,,0.007a,,
24,"c9,c12,c15-",1.910,2.176,2.028,1.953,1.907,0.0290
25,18:3*,0.109a,?,"0.041a,b",+,?,
26,,,0.144b,,0.038a,0.032a,
27,c11-20:1,0.318,0.256,0.322 ,0.174,0.357,0.1996
28,,0.049,0.008,0.059,0.131,0.005,
29,"c11,c14-",0.348,0.268,0.295,0.281,0.300,0.1597
30,20:2,0.056,0.011,0.005,0.009,0.011,
31,"c11,c14,",0.260 ,0.239,0.267 ,0.198,0.234,0.5080
32,c17-20:3,0.023,0.009,0.022,0.039,0.054,
33,"c5,c8,c11,",0.802 ,0.935,1.035,0.715,0.920,0.4580
34,c14-20:4,0.001, 0.072,0.050,0.055, 0.262,
35,22:1,0.013,0.016,0.023 ,0.012,0.109,0.2020
36,,0.001,0.008,0.010,0.001,0.083,
37,22:4,0.312 ,0.282,0.275 ,0.253,0.245,0.4310
38,,0.057,0.012,0.029, 0.026,0.034,
39,"c7,c10,c13,",0.146 ,0.117,0.149,0.103,0.099,0.5370
40,"c16,c19-",0.059,0.017,0.012,0.030,0.046,
41,22:5,,,,,,
42,"c4,c7,c10,",0.160 ,0.138,0.177,0.135,0.116,0.3520
43,"c13,c16,",0.061,0.016,0.022,0.016,0.049,
44,c19-22:6,,,,,,
