,0,1,2,3,4,5,6,7
0,Preparations,Physical chemical composition (g/100 g),Physical chemical composition (g/100 g),Physical chemical composition (g/100 g),,Caloric value,,
1,,Moisture**,Ashes**,Lipids**,Proteins**,TDFa,Carbohydrates**,kcal/100 g**
2,Fried zucchini Milanese,59.13  0.14,1.26  0.05,17.16  0.20,4.34  0.40,2.65  0.39,15.46  0.33,234  1
3,Milled rice*,59.02  0.05,0.87  0.01,1.20 + 0.04,3.50+ 0.31,1.42  0.02,33.99  0.23,1610
4,French fries,45.20  0.13,2.04  0.21,12.72  0.17,4.90  0.09,4.40  0.14,30.74  0.18,257  1
5,"""Carioca""beans*",72.54  0.02,1.56  0.05,1.66  0.12,6.24  0.30,7.57  0.21,10.41  0.12,82 0
6,Feijoada (meat stew w/black beans,71.75  0.02,2.00  0.06,0.75 0.23,6.81  0.08,5.88  0.16,12.810.11,85  1
7,Bean sprout salad,91.61  0.08,0.28  0.04,0.61 +0.01,3.35  0.30,3.07  0.03,1.08  0.35,23  0
8,Carrot salad****,89.93  0.10,0.760.21,0.210.05,1.15+0.01,5.190.01,2.760.01,180
9,Chayote salad****,95.13  0.07,0.28  0.01,0.13  0.01,0.77 + 0.01,2.45  0.16,1.24  0.08,90
10,White bean salad,73.45  0.04,0.95  0.01,5.72  0.01,5.32+ 0.19,7.30  0.10,7.26  0.19,102  2
11,Legumes w/mayonnaise*,66.71  0.27,2.02  0.01,17.45  0.60,3.60  0.09,3.93  0.12,6.29  0.90,197  2
12,Mixed salad*,88.06  0.50,1.07  0.01,0.39  0.01,2.98  0.30,0.44  0.07,5.06  0.23,362
13,Heart of palm salad,90.18  0.02,2.35  0.01,0.18  0.02,3.07  0.06,3.64  0.15,0.58  0.01,16  0
14,Arugula salad,92.23  0.02,1.20  0.01,0.14  0.01,3.20  0.01,3.13 + 0.02,0.10  0.01,14 0
