,0,1,2,3,4,5,6
0,Compoundd,Orange juice,Carrot juice,Tomato juice,Strawberry jam,Tomato sauce,Kumquat sauce
1,,n=2,n=2,n=2,n=3,n=2,n=2
2,1,4.29  0.09B,46.24  1.14F,14.66  0.36E,2.77  0.27A,6.49  0.14c,10.30  0.39
3,,(1.89-6.69)e,(2.82-89.66),(13.33-15.98),(2.07-3.40),(4.358.62),(4.15-16.45)
4,2,1.180.03A,3.47  0.22,3.76  0.08c,1.33  0.13B,1.80  0.07B,5.19  0.57
5,,(0.95-1.40),(1.04-5.90,(3.294.22),(0.96-1.98),(1.34-2.25),(1.46-8.92)
6,,0.43  0.02A,1.18  0.17c,1.81  0.02,1.08  0.10c,0.46  0.03A,0.59  0.06B
7,,(0.29-0.57),(0.56-1.79),(1.62-1.99),(0.76-1.64),(0.36-0.55),(0.180.99)
8,4,0.75  0.02,0.86  0.08,0.85  0.01E,0.14  0.02A,0.25  0.01B,0.54  0.02c
9,,(0.59-0.90),(0.52-1.19),(0.74-0.95),(0.04-0.23),(0.220.27),0.23-0.85
10,5,0.72  0.00c,0.80  0.02b,0.80  0.00b,0.16  0.03A,0.23  0.01A,0.28  0.02B
11,,(0.71-0.72),(0.73-0.86),(0.78-0.82),(0.03-0.36),(0.200.25),(0.240.31)
12,6,0.400.00,0.380.00,0.32  0.32B,0.01 0.00A,0.680.00,0.80  0.07D
13,,(0.39-0.40),(0.38-0.38),(0.32-0.32),(trace-0.04),(0.670.68),(0.68-0.91)
14,7,114.84  4.09A,191.04  13.83B,216.46  3.19b,207.5123.55,419.91 19.4gE,1279.91 11.18F
15,,(33.55-196.12),(135.89-246.19),(202.25-230.67),(91.54-413.30),(302.79-537.03),(214.33-2345.48)
16,8,13.69  1.64A,102.04  6.92,74.17  1.23c,1800.26 132.89,185.86  10.20,43.89  3.02B
17,,(13.48-13.90),(19.84-184.23),(55.02-93.32),(893.96-2738.94),(177.06-194.66),(13.61-74.16)
18,9,0.590.00,0.600.01B,0.590.00,0.010.00A,nd,nd
19,,(0.58-0.59),(0.58-0.61),(0.58-0.59),(0.01-0.02),,
20,10,9.32  0.11B,8.96  0.36A,7.66  0.14A,17.49  0.90c,75.60 0.94E,66.49  2.64
21,,6.19-12.45,(5.22-12.69),(7.57-7.74),(11.90-25.99),(75.2775.93),(15.64-117.33)
22,11,ndf,0.28  0.08B,0.06  0.01A,0.080.01A,1.93  0.22c,9.47  0.22
23,,,nd-0.56,(0.03-0.08),(trace-0.15),(1.46-2.40),(9.43-9.51)
24,Total,146.21  6.00A,355.85  22.83B,321.14  5.36B,2030.84  157.9oE,693.21  31.10c,1417.46  18.19b
