,0,1,2,3,4,5,6,7,8,9
0,Protein composition (mg/ 100 g DW),Stem,,Leaves,,Seed,,,Flowers/calyces,
1,,KFRawa,RRaw,KFRawa,RRaw,KFRawa,KDDefattedbc,RDRawd,KFRawa,RDRawe
2,Phosphoserine,1.85,-,10.16,-,29.20,,-,97.26,
3,Taurine,,-,1.22,-,3.65,-,-,34.36,
4,Aspartic acid,1.76,-,5.03,-,152.50,-,,305.17,1050.00
5,Theonine,1.67,-,23.30,-,28.00,3.68,-,621.65,236.00
6,Serine,3.31,-,12.77,-,22.06,-,,812.54,265.00
7,Glutamic acid,,-,4.67,-,214.71,-,21.00,250.58,885.00
8,-aminoadipic acid,0.48,,1.83,,,,,35.69,
9,Hydroxy proline,0.19,-,0.90,-,0.34,,-,16.21,
10,Proline,31.39,-,503.91,-,13.32,,-,541.23,582.00
11,Glycine,0.64,-,3.33,,18.78,,-,492.15,247.00
12,Alanine,2.95,-,34.84,-,87.43,-,,1028.49,346.00
13,Valine,7.49,,53.47,-,44.87,1.36,11.42,1017.76,333.00
14,Cystathionine,-,,2.08,-,-,-,-,-,
15,Methionine,-,-,,-,3.96,0.43,3.96,115.06,65.00
16,Isoleucine,2.50,-,14.12,,16.02,2.44,8.71,520.10,270.00
17,Leucine,1.84,,7.07,-,17.74,2.57,18.58,546.07,421.00
18,Tyrosine,-,-,9.48,,28.75,-,8.02,281.65,144.00
19,Cystine,-,-,-,,,-,5.32,-,87.00
20,Phenylalanine,2.86,-,138.90,,38.20,1.45,12.43,607.79,232.00
21,B-alanine,,,1.98,,0.65,,,250.50,
22,Hydroxylysine,-,-,0.41,,-,-,-,1.93,
23,Lysine,,-,2.15,,3.86,4.58,13.69,84.48,277.00
24,1-Methylhistidine,-,-,,-,-,-,-,-,
25,Histidine,0.83,-,6.50,-,15.7,12.50,8.35,117.40,119.00
26,Carnosine,,-,-,-,2.35,-,,,
27,Arginine,1.31,-,18.59,-,51.19,-,35.00,65.29,448.00
28,Total amino acid (TAA),61.07,-,856.70,-,793.28,-,-,7844.36,
29,Essential amino acid (EAA),18.50,-,264.10,-,215.68,-,,3696.60,
