,0,1,2,3,4,5,6
0,,Seitan,,Tofu,Soya milk,Pea emulsion,P
1,"N 6.25,%",94.0  4.6,94.0  4.6,76.06.4,92.2  2.5,97.4  3.5,NS
2,"Indispensable amino acids,%",,,,,,
3,Histidine,90.14.7,90.14.7,87.9 2.9,89.5  3.7,90.2 2.5,NS
4,Isoleucine,91.2  3.4,91.2  3.4,86.62.4,86.9 3.4,93.12.0,NS
5,Leucine,91.9  3.2,91.9  3.2,86.63.0,86.03.1,93.2  2.0,NS
6,Lysine,76.4  8.9,76.4  8.9,75.7b 5.5,2.9,93.0  2.0,NS
7,Methionine,94.0a,1.9,75.7b 5.5,2.8a,71.3b10.2,0.013
8,Phenylalanine,93.8,3.0,89.0  3.0,2.9,95.8  1.7,NS
9,Threonine,74.7,+,6.4,+,3.7,NS
10,Tryptophan,87.3,8.5,2.4,2.4,2.6,NS
11,Valine,89.7,4.3,83.8 ,+,3.2,NS
12,"Dispensable amino acids, %",,,,,,
13,Arginine,80.9,9.4,6.0,80.2  8.2,92.5 3.0,NS
14,Alanine,85.7, 6.9,82.7  4.6,86.0  3.8,93.5  2.6,NS
15,Aspartic acid/Asparagine,78.39.9,78.39.9,84.3  3.8,86.73.9,84.53.2,NS
16,Cysteine,92.1a  3.9,92.1a  3.9,62.gb10.2,101.23.8,101.911.3,0.011
17,Glutamic acid/Glutamine,97.8  1.0,97.8  1.0,92.0  2.0,91.6  3.6,93.5  2.5,0.019
18,Glycine,74.8  9.7,74.8  9.7,75.05.5,92.6 5.2,90.56.5,NS
19,Proline,94.23.2,94.23.2,89.54.4,91.74.0,97.8  2.8,NS
20,Serine,91.4  3.9,91.4  3.9,83.74.4,88.0  3.6,92.5  2.4,NS
21,Tyrosine,+,4.9,83.6  3.8,87.0  3.6,95.93.1,NS
22,Total Amino Acids,92.3  3.4,92.3  3.4,86.0  3.3,89.3  3.6,92.6  2.5,NS
