,0,1,2,3,4,5
0,Wild Plants,Blumea lacera (Burm.f.) DC.,Erythrina variegata L.,Berberis aristata,Sesbania sesban L. Merr,Hygrophilla schulli
1,,(Kukurshunga),(Mandar gach),(Daruharudra),(Dhoinche),(Kulakhara)
2,Proximate composition (g/100 g sample),Proximate composition (g/100 g sample),,,,
3,Moisture,77.782.68,85.711.33b,87.44  2.22ab,90.131.55ab,91.231.01
4,Protein,22.520.97a,21.121.58ab,19.110.78bc,15.65  1.10d,17.191.49 cd
5,Fat,0.930.09,1.550.15b,2.140.32,0.970.05,1.920.18ab
6,Fiber,20.682.55,17.55  1.98ab,18.10  2.03ab,15.19  1.79b,14.07  1.21b
7,Ash,24.050.69,20.150.53b,15.46  0.35d,18.680.22,23.360.66a
8,Carbohydrate (CHO),31.82  1.26d,39.631.11,45.19  0.56b,49.510.72,43.46  0.42b
9,Mineral Composition,,,,,
10,Macro minerals (mg/100 g sample),Macro minerals (mg/100 g sample),,,,
11,Sodium (Na),1097.982.10,351.09  1.87d,335.100.92,465.450.55,988.79  2.67b
12,Potassium (K),3185.251.15,2266.563.12c,1189.911.57,1259.331.49d,2845.61  3.71b
13,Magnesium (Mg),445.37 0.90a,218.67  0.83d,162.880.50e,290.25 0.85c,398.59 1.11b
14,Calcium (Ca),890.052.55,292.11  1.71d,234.291.23,383.151.55,642.202.02b
15,Micro minerals (mg/100 g sample),Micro minerals (mg/100 g sample),,,,
16,Iron (Fe),51.051.01,22.19  1.23d,19.25  1.10d,28.571.31,39.65  0.99b
17,Zinc (Zn),6.70 0.50b,4.150.45,3.71 0.19c,10.330.49,5.77 0.33b
18,Copper (Cu),0.780.02,0.49  0.01d,0.370.01,1.410.05,0.92  0.03b
19,Ascorbic Acid (mg/,127.231.51a,70.43  0.87d,85.551.01,49.21 0.41e,98.540.92b
20,100 g),,,,,
