,0,1,2,3,4
0,thors,English title(translated),Spanishtitle/editorial,English title(translated),Yearor edition/
1,,,,,number or re-
2,,,,,editions
3,"res Salas, I.",Contribucion al estudio de la composicion quimica de los alimentos,Contribucion al estudio de la composicion quimica de los alimentos,Contribution to the study of the,1932
4,,chemical composition of Spanish,espanioles./Santander.Ed.Talleres Resura,chemical composition of Spanish,
5,,Tesis.UNIVERSIDAD COMPLUTENSE DE MADRID,Tesis.UNIVERSIDAD COMPLUTENSE DE MADRID,foods,
6,"quez Sanchez,",On the chemical composition of,Sobre la composicion quimica de los alimentos espanoles./Madrid.Gaceta,On the chemical composition of,1932
7,,Spanish foods,Medica Espanola,Spanish foods,
8,,Tesis.UNIVERSIDAD COMPLUTENSE DE MADRID,Tesis.UNIVERSIDAD COMPLUTENSE DE MADRID,,
9,"nenge, M.",Biochemical principles for normal,Principios bioquimicos de dietetica normal y tablas de composicion de los,Biochemical principles for normal,1946
10,,dietetics and composition tables for,alimentos espanoles./Madrid:A.G.I.,dietetics and composition tables for,
11,,Spanish foods,,Spanish foods,
12,"nso Samaniego, J.M",Dietetic factors and food,Factores dieteticos y tablas de composicion de alimentos/Madrid:Alter,Dietetic factors and food,1951
13,,composition tables,Departamento de Investigacion,composition tables,
14,"ares Lopez,R.,Garcia Olmedo,R.","Tratado de bromatologia/Madrid,Universidad Complutense","Tratado de bromatologia/Madrid,Universidad Complutense",Food science treaty,1978/5
15,"Valls Palles,C.","With food composition tables compiled using data from FAO,the","With food composition tables compiled using data from FAO,the",,
16,,National Food Science School and the ARMY.First edition was in 1942,National Food Science School and the ARMY.First edition was in 1942,,
17,"rcos, A., Fernandez Salguero, J.",Spanish cheeses.Food composition,"Quesos espanoles.Tablas de composicion,valour nutritivo y estabilidad.",Spanish cheeses.Food composition,1985
18,"Esteban,A.Leon,F.,AlcalaM.","Cordoba:Departamento de Tecnologia de los Alimentos -Universidad de tables,nutritive value and stability",,,
19,"Beltran de Heredia,F.H.",,Cordoba,,
20,"anco,F., Palacios,J.M.",Food composition tables of Spanish,Tabla de composicion de alimentos espafioles./Direccion General de Salud,Food composition tables of Spanish,1985
21,,Publica -Ministerio de Sanidad y Consumo,Publica -Ministerio de Sanidad y Consumo,foods,
22,mitjanaN.,Taula de composicio d'aliments per a us clinic./Fundacio Sarda Farriol,Taula de composicio d'aliments per a us clinic./Fundacio Sarda Farriol,Food composition tables for clinical,1986
23,,,,use,
24,"enez CruzA.,Cervera Ral,P.",Food composition tables,Tabla de composicion de alimentos/Barcelona:Wander SAE,Food composition tables,1988
25,,"New editions have been published sponsorized by Wander,Sandoz,and","New editions have been published sponsorized by Wander,Sandoz,and",,
26,,lately Novartis,lately Novartis,,
27,"taix Verdu,J.,Manias Almendros,",Food composition tables of Spanish,Tabla de composicion de alimentos espanoles./Granada: Universidad de,Food composition tables of Spanish,1993/4(2003
28,"M.,Llopis Gonzalez,J.Martinez de",,Granada,foods,
29,VictoriaE.,,,,
30,"reiras Varela,O.,Carbajal,A.,","Tablas de composicion de alimentos./ Madrid,Instituto de Nutricion","Tablas de composicion de alimentos./ Madrid,Instituto de Nutricion",Food composition tables,1995
31,"Cabrera, L.",,(CSIC,,
32,,New editions have been published with some changes in the list of,New editions have been published with some changes in the list of,,
33,,authors.Last edition was in 2003,authors.Last edition was in 2003,,
34,,Food composition tables of Spanish,,Food composition tables of Spanish,1995
35,y col.,Consumo.Secretaria General Tecnica.Centro de Publicaciones,Consumo.Secretaria General Tecnica.Centro de Publicaciones,foods,
36,,The first known temptative to produce a FCT only with the direct method,The first known temptative to produce a FCT only with the direct method,,
37,,"analyzing all the foods).The list of foods have been enlarged in 1999,but","analyzing all the foods).The list of foods have been enlarged in 1999,but",,
38,,it does not exceed one hundred foods,it does not exceed one hundred foods,,
39,rtin PefaG.,Food composition tables (version,Tabla de composicion de alimentos (version 2.1)/Madrid: Nutricia,Food composition tables (version,1997
40,,,,2.1),
41,"lo Gutierrez,J.,Candela Delgado",Tables of composition for cooked,Tablas de composicion para platos cocinados./Madrid:Diaz de Santos,Tables of composition for cooked,1998
42,"M., Astiasaran Anchia,I.",,,plates,
43,"ran, A., Zamora, R., Cervera, P.",CESNID food composition tables,Tablas de composicion de los alimentos del CESNID-Taules de,CESNID food composition tables,2003
44,,composicio dels alimentos del CESNID/Edicions UB-McGraw-Hill,composicio dels alimentos del CESNID/Edicions UB-McGraw-Hill,,
45,,Interamericana,Interamericana,,
46,"ega,R.M.,LOpez-Sobaler,A.M.",La composicion de los alimentos.Herramienta basica para la valoracion,La composicion de los alimentos.Herramienta basica para la valoracion,The composition of foods.A basic,2004
47,"Requejo,A.M.,AndresP.",tool for nutritional assessment,nutricional./Ed.Complutense.Madrid,tool for nutritional assessment,
