,0,1,2,3,4,5,6,7,8,9,10,11
0,Variables,,,,Coded,Coded,Levels,,,,,
1,,,,,,,Low(-1,,Centre (0),,High+1,High+1
2,HCl concentration (M,HCl concentration (M,,,A,,8,,10,,12,
3,HCl volume(uL,HCl volume(uL,,,B,,50,,100,,150,
4,PMZ concentration(mol/L),PMZ concentration(mol/L),,,C,,0.001,,0.01,,0.100,0.100
5,PMZ volume(L,PMZ volume(L,,,D,,250,,500,,750,
6,Extraction phase volume(uL),Extraction phase volume(uL),,,E,,300,,400,,500,
7,Vortex speed (rpm),Vortex speed (rpm),,,F,,1000,,2000,,3000,3000
8,Vortex duration (min),Vortex duration (min),,,G,,1,,3,,5,
9,run,order,A,B,,c,D,E,F,G,,Abs
10,4,1,1,-1,,1,1,-1,1,-1,,0.514
11,14,2,0,0,,0,0,0,0,0,,0.243
12,15,3,0,0,,0,0,0,0,0,,0.229
13,2,4,1,1,,-1,1,-1,-1,-1,,0.127
14,5,5,1,1,,-1,1,1,-1,1,,0.108
15,7,6,-1,1,,1,1,-1,1,1,,0.527
16,11,7,-1,1,,-1,-1,-1,1,1,,0.086
17,6,8,1,1,,1,-1,1,1,-1,,0.483
18,13,9,0,0,,0,0,0,0,0,,0.251
19,10,10,1,-1,,-1,-1,1,1,1,,0.119
20,1,11,1,-1,,1,-1,-1,-1,1,,0.119
21,9,12,-1,-1,,-1,1,1,1,-1,,0.154
22,12,13,-1,-1,,-1,-1,-1,-1,-1,,0.076
23,3,14,-1,1,,1,-1,1,-1,-1,,0.475
24,8,15,-1,-1,,1,1,1,-1,1,,0.489
