,0,1,2,3,4,5,6,7
0,,country of,French fries per frying session,,,,,
1,,origin,Day 3,Day 1,Day 2,Day 3,Day 4,Day 5
2,Simple phenols,"Koroneiki,",n.q.,n.q.,n.q.,n.q.,n.q.,n.q.
3,and phenolic,Brazil,,,,,,
4,acids,"Arbequina,",0.02,0.06,0.02,0.02,0.01,n.q.
5,,Brazil,,,+,+,+,
6,,,0.01,0.10,0.01,0.01,0.00,
7,,"Arbequina,",n.q.,n.q.,n.q.,n.q.,n.q.,n.q.
8,,Spain,,,,,,
9,Lignans,"Koroneiki,",0.11,0.11,0.09,0.11,0.10,0.10
10,,Brazil,,,?,?,?,
11,,,0.02,0.04,0.02,0.02,0.01,0.02
12,,Brazil,0.12,0.21,0.14,0.12,0.11,0.13
13,,Brazil,,,,?,?,?
14,,,0.02,0.04,0.02,0.02,0.03,0.01
15,,"Arbequina,",0.08,0.08,0.08,0.08,0.07,0.05
16,,Spain,,,,?,0.02,0.00
17,,,0.02,0.02,0.02,0.02,0.02,0.00
18,Triterpenic,"Koroneiki,",0.17,0.17,0.15,0.17,0.15,0.13
19,compounds,Brazil,,?,?,+,,
20,,,0.03,0.03,0.02,0.03,0.01,0.01
21,,"Arbequina,",0.12,0.16,0.09,0.12,0.12,0.15
22,,Brazil,,,,?,,+
23,,,0.02,0.09,0.02,0.02,0.12,0.01
24,,"Arbequina,",0.13,0.14,0.13,0.12,0.12,0.09
25,,Spain,,,?,?,?,?
26,,,0.01,0.02,0.02,0.01,0.02,0.01
27,Tocopherols*,"Koroneiki,",0.71,1.05,0.79,0.71,0.37,0.19
28,,Brazil,,?,,+,?,
29,,,0.06,0.09,0.05,0.06,0.07,0.05
30,,"Arbequina,",0.57,0.89,0.57,0.58,0.41,0.25
31,,Brazil,,,+,?,,
32,,,0.07,0.23,0.11,0.07,0.05,0.00
33,,"Arbequina,",0.13,0.59,0.27,0.13,0.13,0.10
34,,Spain,,,,,,
35,,,0.02,0.12,0.05,0.02,0.02,0.02
36,Oxidized tocol,"Koroneiki,",0.50,0.30,0.36,0.50,0.59,0.65
37,,Brazil,,,+,?,,
38,,,0.12,0.06,0.09,0.12,0.09,0.14
39,,"Arbequina,",0.39,0.41,0.33,0.39,0.41,0.57
40,,Brazil,,?,?,?,,
41,,,0.03,0.02,0.12,0.03,0.08,0.06
42,,"Arbequina,",0.65,0.39,0.65,0.65,0.68,0.58
43,,Spain,,,+,+,,+
44,,,0.13,0.05,0.19,0.13,0.11,0.11
45,Phytosterols,"Koroneiki,",4.64,4.80,4.05,4.64,4.23,4.39
46,,Brazil,,,+,,,
47,,,0.33,0.28,0.23,0.33,0.41,0.28
48,,"Arbequina,",6.09,8.13,5.47,6.09,5.95,6.70
49,,Brazil,,,?,?,?,
50,,,0.78,1.43,0.95,0.78,0.48,0.49
51,,"Arbequina,",6.88,7.22,7.24,6.88,7.10,5.81
52,,Spain,,,,?,?,
53,,,0.52,0.43,0.35,0.52,0.41,0.28
54,Pigments*,"Koroneiki,",0.07,0.08,0.06,0.07,0.06,0.06
55,,Brazil,,,,?,,
56,,,0.00,0.01,0.00,0.00,0.01,0.01
57,,"Arbequina,",0.06,0.06,0.04,0.06,0.06,0.06
58,,Brazil,,,,?,?,
59,,,0.02,0.02,0.01,0.02,0.00,0.00
60,,"Arbequina,",0.06,0.06,0.06,0.05,0.06,0.05
61,,Spain,,,,+,+,+
62,,,0.00,0.00,0.01,0.00,0.00,0.00
63,Pyropheophytin a,"Koroneiki,",0.03,0.07,0.04,0.03,0.01,0.01
64,,Brazil,,?,+,?,?,
65,,,0.00,0.00,0.00,0.00,0.00,0.00
66,,"Arbequina,",0.01,0.03,0.01,0.01,0.01,0.01
67,,Brazil,,,?,?,,?
68,,,0.00,0.01,0.00,0.00,0.00,0.00
