,0,1,2,3,4,5,6,7
0,Peak no.a,0.5 M glucose/alanineb.c,,,,,,
1,,Without heat,100C/0.5 h,100C/2h,121C/0.5 h,121C/2h,180C/2 min,180C/8 min
2,1,ndd,nd,0.88 0.08A,2.32  0.22B,141.76 5.73c,nd,nd
3,2,nd,nd,nd,nd,1.21  0.02,nd,nd
4,3,nd,nd,nd,nd,0.07  0.01,nd,nd
5,4,nd,nd,nd,nd,0.08  0.00,nd,nd
6,5,nd,nd,nd,nd,nd,nd,nd
7,6,tracee,nd,nd,nd,nd,nd,nd
8,7,0.92  0.10A,1.24  0.02A,2.35  0.05b,4.27  0.14E,69.81  3.48F,1.53  0.03B,1.98  0.02c
9,8,trace,5.40  0.27A,61.130.02,12.91  0.20B,131.50  2.26E,trace,102.05  6.05
10,9,0.28  0.00A,0.18  0.00A,0.20  0.02A,0.17  0.00A,0.17  0.01A,0.17  0.00A,0.19 0.00A
11,10,1.06  0.06B,0.77  0.10A,0.75  0.06A,0.94  0.01B,12.80  1.43c,nd,nd
12,11,0.17  0.02A,0.21  0.01A,0.29  0.05A,0.23  0.02A,0.21  0.00A,0.22  0.01A,0.21  0.00A
13,Total,2.43  0.1gB,7.80  0.40c,65.60  0.2gE,20.84  0.59b,357.61  12.94G,1.92  0.04A,104.43  6.07F
14,,"0.5 M glucose/alanine + 0.1 M ascorbic acida,b","0.5 M glucose/alanine + 0.1 M ascorbic acida,b",,,,,
15,1,nd,0.46  0.01A,4.64  0.09B,4.38  0.60B,81.00  0.44b,nd,9.42  0.33c
16,2,nd,0.02  0.00A,0.60  0.04c,0.37  0.01B,24.06  1.03b,nd,trace
17,3,nd,nd,nd,nd,0.05  0.00,nd,nd
18,4,nd,nd,nd,nd,nd,nd,nd
19,5,nd,nd,nd,nd,0.14  0.02,nd,nd
20,6,nd,nd,nd,nd,nd,nd,nd
21,7,6.96  0.07A,327.17  1.17c,871.08  22.77F,773.41  10.10,3643.80  49.18G,17.99  0.38B,714.65  36.13
22,8,8.98  0.94c,7.21  0.57B,8.84  0.04c,11.32  0.00,1732.14  16.85E,4.00  0.11A,7.12  0.66B
23,9,0.19  0.00A,0.18  0.01A,0.19  0.00A,0.18  0.00A,0.19  0.00^,0.17  0.00A,0.18  0.00A
24,10,trace,0.84  0.03A,3.77  0.01B,3.66  0.10B,121.99  2.34c,trace,3.61  0.01B
25,11,0.27  0.05B,0.24  0.07B,0.30  0.06B,0.20  0.04A,0.26  0.03B,0.19  0.02A,0.26  0.02B
26,Total,16.40  1.06A,335.64  1.86c,889.42  23.01F,793.52  10.85b,5603.63  69.89G,22.35  0.51B,735.24  36.82E
27,,"0.5 M glucose/alanine/linoleic acida,b","0.5 M glucose/alanine/linoleic acida,b",,,,,
28,1,nd,0.27  0.04A,4.47  0.58c,22.30  2.37b,112.57  11.24E,nd,0.51 0.08B
29,2,nd,nd,trace,0.14  0.03A,1.13  0.02B,nd,nd
30,3,nd,nd,nd,trace,trace,nd,nd
31,4,nd,0.15  0.02B,0.65  0.01c,0.57  0.09c,1.18  0.13b,0.03  0.00A,0.05  0.00A
32,5,nd,trace,trace,trace,trace,nd,nd
33,6,nd,nd,nd,nd,nd,nd,nd
34,7,2.15  0.13B,2.37  0.01c,3.78  0.23b,14.35  1.37E,98.30  13.76F,1.76  0.04A,2.28  0.27c
35,8,135.92  2.23A,296.66  43.05b,359.50  5.52F,315.48  1.46E,401.31  6.30G,192.40  7.34B,208.45 13.56c
36,9,0.36  0.06A,0.660.05B,1.56  0.08,0.94  0.05c,3.12  0.52E,0.49  0.01A,0.42 0.03A
37,10,trace,trace,trace,1.28  0.01A,40.26  4.65B,trace,trace
38,11,4.72  0.72A,7.79  1.65c,32.16  5.91E,15.78  1.4gb,78.98  3.41F,7.53  0.34c,6.56  0.37B
39,Total,143.15  3.14A,307.90  44.82c,402.12  12.33E,370.84  6.86,736.85  40.03F,202.21 7.73B,218.27  14.31B
