,0,1,2,3,4,5,6
0,Name of,North East,North Central,North West,South East,South West,South-South
1,soup,,,,,,
2,Okro,"Type 1: okro,ground nut","Typel:okro,","Type 1: okro,","Type 1: okro, snail,","Type 1: okro,","Type 1: okro, dika nut, meat,"
3,,"paste, cowpea, dadawa, salt,","palm oil, dadawa","dadawa,water,","water, salt, crayfish,","water, dry fish,","dry fish, crayfishhot leaf,"
4,,"pepper,water","dry fish, potash,","pepper, beef cubes,","pepper,stock fish,dry","salt,pepper","pumpkin leaf, stock fish,cow"
5,,,"pepper,beef",salt,"fish, green vegetable",,"skin, salt, pepper, salt, red"
6,,,"cubes,salt,water",,,,"palm oil, beef cubeswater"
7,,"Type 2: okro, onion, water,","Type 2: okro,",,"Type 2: okro, dika nut,","Type 2: Okro,","Type 2:okro,crayfish,dadawa/"
8,,"pepper,dry fishfew","potash, dadawa,",,"meat, crayfish, dryfish,","water, iru, melon,","ogili, salt, pepper, dry fish,"
9,,tablespoons of groundnut or,"beef cubes,",,"beef cubes,red palm oil,","dryfish/crayfish,",water
10,,"red palm oil(optional,beef","water, salt,",,"vegetable, pepper, ogili/","potash, salt",
11,,"cube,potash,dadawa",pepper,,"okpei, water, salt",,
12,,,,,,"Type 3: okro,",
13,,,,,,"pepperonioniru,",
14,,,,,,"potash, dry fish,",
15,,,,,,"red palm oil, beef",
16,,,,,,"cubes, salt, water",
17,Groundnut,"Groundnut paste,vegetable",,"Groundnut paste,","Type 1:Ground nut,dry",,"Typel:Ground nut, beef,fish"
18,,"oil, onion, beans, fish, meat,",,"tomato,onion,beef","fish, crayfish, dika nut,",,"cow skin, crayfish ogiri, bitter"
19,,"tomato, pepper, beef cubes,",,"cubes, meat, palm","snail, palm oil,",,"leaf, water, salt, pepper"
20,,"potash, water, salt, dadawa",,"oil, dadawa,","vegetables,beef cubes",,
21,,,,"pepper, salt, water","water,pepper, salt",,
22,,,,,"Type 2: ground nut,0su,",,"Type 2: Ground nut, meat,"
23,,,,,"crayfish, bitterleaf, fresh",,"dryfish, crayfish,onion,palm"
24,,,,,"fish, palm oil, beef",,"oil, pepper, salt,water, hot"
25,,,,,"cubes, ogili, pepper, salt",,"leaf,beef cubes"
26,Benniseed,"Benniseed, dry fish, potash",,,"Benniseed, bitter leaf,",,"Benniseed,dry fish crayfish"
27,,"onionpepper,salt, beef",,,"melon seed, onion,",,"meat, salt, palm oil, beef cubes,"
28,,"cubes,water",,,"crayfish, cow skin, beef",,"salt,water,pepper"
29,,,,,"cubes, palm oil, water,",,
30,,,,,"pepper,salt",,
