,0,1,2,3,4
0,Temperature,Time,Solvent (%,Solvent-sample,TPC (mg
1,(C),(min),EtOH),ratio (mL/g),GAE/g peel
2,,,,,dm)
3,90 (0),25 (0),50 (0),10(-1),33.6
4,70 (0.5),15,25 (0.5),20 (0.5),30.5
5,,-0.5,,,
6,110 (+0.5),15,25 (0.5),20 (0.5),37.1
7,,-0.5,,,
8,70 (0.5,35,25 (0.5),20 (0.5),30.8
9,,(+0.5,,,
10,110 (+0.5,35,25 (0.5),20 (0.5),42.7
11,,(+0.5,,,
12,70 (0.5),15,75 (+0.5),20 (0.5),29.7
13,,-0.5,,,
14,110 (+0.5,15,75 (+0.5),20 (0.5),36.5
15,,-0.5,,,
16,70 (0.5),35,75 (+0.5),20 (0.5),23.5
17,,(+0.5,,,
18,110 (+0.5,35,75 (+0.5),20 (0.5),42.0
19,,(+0.5,,,
20,90 (0),25 (0),0(-1),30(0,31.8
21,90(0,5(-1),50 (0),30 (0),38.9
22,50(-1),25 (0),50 (0),30 (0),46.4
23,90 (0),25 (0),50 (0),30 (0),51.1
24,90 (0),25 (0),50 (0),30 (0),49.8
25,90 (0),25 (0),50 (0),30 (0),48.3
26,90 (0),25 (0),50 (0,30 (0),47.3
27,90 (0),25 (0),50 (0),30 (0),46.9
28,90 (0),25 (0),50 (0),30 (0),45.7
29,90 (0),25 (0),50 (0),30 (0),45.7
30,130 (+1),25 (0),50(0),30 (0),65.8
31,90 (0),45 (+1),50 (0),30 (0),42.2
32,90 (0),25 (0),100 (+1),30 (0),18.1
33,70 (0.5),15,25 (0.5),40 (+0.5),36.5
34,,0.5,,,
35,110 (+0.5,15,25 (0.5),40 (+0.5,46.0
36,,-0.5,,,
37,70(0.5,35,25 (0.5),40 (+0.5),39.1
38,,+0.5,,,
39,110 (+0.5,35,25 (0.5),40 (+0.5),59.1
40,,(+0.5),,,
41,70(-0.5,15,75 (+0.5),40 (+0.5,27.8
42,,0.5,,,
43,110 (+0.5),15,75 (+0.5,40 (+0.5),40.8
44,,-0.5,,,
45,70 (0.5),35,75 (+0.5),40 (+0.5),32.5
46,,(+0.5),,,
47,110 (+0.5,35,75 (+0.5),40 (+0.5),42.4
48,,(+0.5),,,
49,90 (0),25 (0),50 (0,50 (+1),46.4
50,R-cuad.=95.52% R-cuad.(adjusted)=91.60%,,R-cuad.=95.52% R-cuad.(adjusted)=91.60%,,
51,"Optimum extraction conditions: 130 C, 36% EtOH, 39 min, solvent-sample ratio 44",,,"Optimum extraction conditions: 130 C, 36% EtOH, 39 min, solvent-sample ratio 44",
52,mL/g Optimized desirability 0.9868,,mL/g Optimized desirability 0.9868,,
53,Response,,Predicted,Observed,CV (%)
54,TPC (mg GAE/g peel dm),TPC (mg GAE/g peel dm),72.04,73  4,0.98
