,0,1,2,3,4,5,6
0,Sample,Sample,Fat,Vitamin,25,Vitamin,25
1,,,g/100,D3,(OH,D2,(OH)
2,,,g,(g/100,D3,(g/100,D2
3,,,SD),g fat,(ug/,g fat,(ug/
4,,,,,100g,,100 g
5,,,,,fat),,fat)
6,Camel (Camelus,Camel (Camelus,,,,,
7,,dromedarius),,,,,
8,"Meat (fillet, minceb","Meat (fillet, minceb",1.5,NA,73.5,NA,2.1
9,,"dicedb,eye fillet",,,,,
10,,"rump, knuckle)",,,,,
11,Hump,Hump,79.8,NA,2.7,NA,NA
12,Crocodile (Crocodylus,Crocodile (Crocodylus,,,,,
13,porosus),porosus),,,,,
14,"Lower-fat cuts (tail fillet,","Lower-fat cuts (tail fillet,",2.3,21.0,NA,NA,NA
15,,"mince,striploin",,,,,
16,,sweet cut (cheek),,,,,
17,Body trimc,Body trimc,17.2,9.45,0.63,NA,NA
18,Emu (Dromaius,Emu (Dromaius,,,,,
19,,novaehollandiae),,,,,
20,"Meat (fan fillet,flat","Meat (fan fillet,flat",1.7,52.9,NA,7.8,NA
21,,"fillet,mince",,,,,
22,Heart,Heart,13.0,31.1,1.1,1.2,NA
23,Eggs,Eggs,16.0,18.4,1.2,1.2,NA
24,Oil,,100.0,14.5,0.2,1.3,NA
25,Kangaroo (Macropus,Kangaroo (Macropus,0.4,NA,NA,NA,NA
26,,giganteus and,,,,,
27,,Macropus rufus),,,,,
28,"Meat (fillet, rump,","Meat (fillet, rump,",,,,,
29,,"mince,striploin, tail",,,,,
30,"butt,tail)","butt,tail)",,,,,
