,0,1,2,3,4,5
0,Sample,Actual,Scope 1,,Scope 2,
1,,(%),Predicted,Relative,Predicted,Relative
2,,(%),value (%),error (%),value (%),error (%)
3,External test,12.0,12.7 1.3,5,12.2 2.1,1
4,sample,13.0,16.8 1.7,29,14.02.9,7
5,,17.0,16.51.2,3,16.01.0,-6
6,,28.0,26.7 1.0,5,24.8  1.3,-12
7,,32.0,25.6  1.6,20,25.8  1.6,19
8,,49.0,48.0  3.2,2,44.4  3.6,9
9,,57.0,55.11.6,-4,51.1  2.6,-10
10,,78.0,75.0  2.3,-4,70.2  0.3,-10
11,,82.0,76.7  1.9,6,86.7  1.9,5
12,Simulated,10.0,20.4 7.6,103,13.65.7,36
13,blind,20.0,26.4  8.2,32,19.3 7.7,3
14,sample,50.0,54.411.4,9,57.210.8,14
15,,95.0,10010,6,94.3  13.2,1
